Track Name,Artist,Streams,URL,FOG,RAIN,SNOW,HAIL,THUNDER,TORNADO
Despacito - Remix                                                           ,Luis Fonsi       ,983185,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,949536,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,941486,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,1,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,930984,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,928641,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,908377,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,907365,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,906987,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,903511,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,899749,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,899671,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,894275,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,857625,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,850413,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,845829,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,839664,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,833361,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,819035,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,814082,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,812258,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,807921,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,805870,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,804063,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,799229,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,798626,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,798147,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,1,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,791919,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,779477,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,779400,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,779393,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,778544,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,774910,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,774149,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,769555,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,766030,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,760283,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,758523,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,757384,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,756945,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,752507,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,748937,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,745846,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,742955,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,742372,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,740957,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,739810,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,736573,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,1,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,734399,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,730125,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,725917,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,724434,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,723710,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,0,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,722223,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,717996,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,1,0,0,0,0
Despacito - Remix                                                           ,Luis Fonsi       ,715018,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,0,1,0,0,0,0
Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,711734,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,0,0,0,0,0,0
