Artist,Country,Streams
Martin Garrix    ,cz,1068403
Camila Cabello   ,cz,1046717
Calvin Harris    ,cz,1022790
Maroon 5         ,cz,1007715
Charlie Puth     ,cz,936275
Avicii           ,cz,894131
Shawn Mendes     ,cz,883412
Selena Gomez     ,cz,877825
DJ Khaled        ,cz,865772
Jonas Blue       ,cz,785373
Dua Lipa         ,cz,729222
Zedd             ,cz,687547
Macklemore       ,cz,678822
Martin Jensen    ,cz,620647
J Balvin         ,cz,612726
Robin Schulz     ,cz,602857
Marshmello       ,cz,584561
Lauv             ,cz,561519
David Guetta     ,cz,560609
Rita Ora         ,cz,555418
Niall Horan      ,cz,547462
Sam Smith        ,cz,541768
Liam Payne       ,cz,512321
Taylor Swift     ,cz,498249
Portugal. The Man,cz,489586
Demi Lovato      ,cz,486215
Logic            ,cz,467404
Hailee Steinfeld ,cz,451615
French Montana   ,cz,449422
Major Lazer      ,cz,426660
Justin Bieber    ,cz,421695
Maggie Lindemann ,cz,411722
OneRepublic      ,cz,410613
Bebe Rexha       ,cz,397201
NF               ,cz,385793
Jason Derulo     ,cz,383912
The Weeknd       ,cz,383532
Starley          ,cz,383400
Julia Michaels   ,cz,379943
Cheat Codes      ,cz,367634
G-Eazy           ,cz,365501
Linkin Park      ,cz,344704
Louis Tomlinson  ,cz,344589
Kendrick Lamar   ,cz,338849
Bruno Mars       ,cz,316270
Lil Uzi Vert     ,cz,310207
Lil Pump         ,cz,308728
Jax Jones        ,cz,302328
Katy Perry       ,cz,298084
P!nk             ,cz,296271
Khalid           ,cz,289226
Drake            ,cz,288156
Lorde            ,cz,271262
Halsey           ,cz,269680
Future           ,cz,263419
Machine Gun Kelly,cz,249120
Mariah Carey     ,cz,237432
Rag'n'Bone Man   ,cz,228279
Enrique Iglesias ,cz,227118
Alan Walker      ,cz,225511
The Vamps        ,cz,214080
Eminem           ,cz,206862
AJR              ,cz,206702
James Arthur     ,cz,201599
Harry Styles     ,cz,200524
Alessia Cara     ,cz,191445
Sigala           ,cz,176057
Wham!            ,cz,168183
Olivia Holt      ,cz,162562
JP Cooper        ,cz,161740
Miley Cyrus      ,cz,159488
Jon Bellion      ,cz,154843
Big Shaq         ,cz,149819
Steve Aoki       ,cz,137454
Moon Taxi        ,cz,132507
ItaloBrothers    ,cz,128771
KYLE             ,cz,126342
Lil Peep         ,cz,120472
Lady Gaga        ,cz,114870
Ariana Grande    ,cz,111291
Yzomandias       ,cz,109264
Twenty One Pilots,cz,102924
XXXTENTACION     ,cz,101992
DJ Snake         ,cz,98124
Frank Sinatra    ,cz,96839
Brenda Lee       ,cz,96703
Little Mix       ,cz,86644
Skrillex         ,cz,86472
Andy Williams    ,cz,85105
Alok             ,cz,79625
Sage The Gemini  ,cz,77737
Aaron Carter     ,cz,74798
Fifth Harmony    ,cz,74258
Snakehips        ,cz,74161
Ofenbach         ,cz,73193
Bing Crosby      ,cz,72132
Zara Larsson     ,cz,69795
Vice             ,cz,69461
Ego              ,cz,69409
Band Aid         ,cz,68983
Petit Biscuit    ,cz,68226
Lord Huron       ,cz,65042
Rae Sremmurd     ,cz,58930
Anita Kerr Singer,cz,56175
Hearts & Colors  ,cz,48629
Mykola Dmytrovych,cz,46378
Luke Christopher ,cz,45265
A R I Z O N A    ,cz,45023
John Legend      ,cz,40470
Stanaj           ,cz,39361
Shakira          ,cz,38356
Sia              ,cz,38188
John Lennon      ,cz,37713
Flo Rida         ,cz,37189
Burl Ives        ,cz,36423
Perry Como       ,cz,35906
Lana Del Rey     ,cz,33840
Kiiara           ,cz,33821
Justin Timberlake,cz,28990
                 ,cz,28416
Nat King Cole    ,cz,25372
LP               ,cz,24917
Bobby Helms      ,cz,23556
Ektor            ,cz,21129
Kesha            ,cz,19093
JJ Hannon        ,cz,18505
Ian Erix         ,cz,17965
Migos            ,cz,17422
Isaiah           ,cz,17221
Renne Dang       ,cz,15647
Sabrina Carpenter,cz,15446
Ewa Farna        ,cz,14051
Michael Bublé   ,cz,13158
Nevada           ,cz,10476
BTS              ,cz,8372
Viktor Sheen     ,cz,7812
Pil C            ,cz,7564
Vince Guaraldi Tr,cz,7509
Fall Out Boy     ,cz,7135
Michael Jackson  ,cz,6889
Elvis Presley    ,cz,6713
José Feliciano  ,cz,6697
Dean Martin      ,cz,6624
Judy Garland     ,cz,6165
Don Omar         ,cz,5544
Carpenters       ,cz,5389
Chuck Berry      ,cz,5051
Paul McCartney   ,cz,5033
Eartha Kitt      ,cz,4913
Chris Rea        ,cz,4627
Macklemore & Ryan,cz,4594
Coldplay         ,cz,4280
Cashmere Cat     ,cz,4106
JCKPT            ,cz,3941
Dzeko & Torres   ,cz,3938
Kryštof         ,cz,3843
Diplo            ,cz,3717
DeeThane         ,cz,3686
Felix Jaehn      ,cz,3629
Shawn Hook       ,cz,3555
Sam Hunt         ,cz,3529
MikeJePan        ,cz,3284
Cardi B          ,cz,3256
Matt Terry       ,cz,3220
DVBBS            ,cz,3174
The xx           ,cz,3149
Lil Wayne        ,cz,3044
Mike Posner      ,cz,2956
Ed Sheeran       ,de,105558142
Kollegah         ,de,48199274
Imagine Dragons  ,de,45221898
Luis Fonsi       ,de,44359201
RAF Camora       ,de,40939520
The Chainsmokers ,de,37853558
Bausa            ,de,34534978
Kygo             ,de,33216822
Axwell /\ Ingross,de,32297387
DJ Khaled        ,de,31816695
French Montana   ,de,30970590
Robin Schulz     ,de,30790945
ZAYN             ,de,30683495
Camila Cabello   ,de,30269182
Post Malone      ,de,27110290
Jason Derulo     ,de,26677664
187 Strassenbande,de,24284302
Kay One          ,de,24026406
Martin Garrix    ,de,23300945
Nimo             ,de,22947680
RIN              ,de,22766821
Bonez MC         ,de,22249793
Jonas Blue       ,de,21999426
Miami Yacine     ,de,21901275
Clean Bandit     ,de,21866317
Dua Lipa         ,de,20787233
J Balvin         ,de,20497959
Marshmello       ,de,19306700
Maroon 5         ,de,19250200
Shawn Mendes     ,de,18150590
Liam Payne       ,de,18104402
Jax Jones        ,de,17873203
Burak Yeter      ,de,17832936
Lauv             ,de,17774511
Capo             ,de,17244659
Charlie Puth     ,de,17162338
KC Rebell        ,de,16588963
Veysel           ,de,16508938
David Guetta     ,de,15826656
Avicii           ,de,15711701
Major Lazer      ,de,15203406
Calvin Harris    ,de,15048004
Capital Bra      ,de,14586158
Trettmann        ,de,14364015
Ufo361           ,de,14160506
Gestört aber Gei,de,14040557
Selena Gomez     ,de,14029252
NF               ,de,13777394
Maggie Lindemann ,de,13769665
Zuna             ,de,13708517
Alle Farben      ,de,13695020
Macklemore       ,de,13643983
Justin Bieber    ,de,13588825
Martin Jensen    ,de,13302807
Rita Ora         ,de,13295386
Cro              ,de,12775506
Felix Jaehn      ,de,12379085
Zedd             ,de,12124755
Enrique Iglesias ,de,11686673
Kontra K         ,de,11608081
Starley          ,de,11461574
Sam Smith        ,de,11147744
Future           ,de,10800999
Eminem           ,de,9382029
Bushido          ,de,9345201
Drake            ,de,9306832
G-Eazy           ,de,9093798
Kendrick Lamar   ,de,8981894
Jon Bellion      ,de,8918787
P!nk             ,de,8768478
Portugal. The Man,de,8646350
Alice Merton     ,de,8588713
Ofenbach         ,de,8492562
Maître Gims     ,de,8461782
AJR              ,de,8458575
Julia Michaels   ,de,8224243
Mark Forster     ,de,8146165
Taylor Swift     ,de,7799694
Mariah Carey     ,de,7629496
Kurdo            ,de,7621281
Galantis         ,de,7230861
Micar            ,de,7159680
ItaloBrothers    ,de,7086979
Rag'n'Bone Man   ,de,7021864
Logic            ,de,6897341
Sage The Gemini  ,de,6867931
Cheat Codes      ,de,6734623
Martin Solveig   ,de,6702020
ALMA             ,de,6503799
Alan Walker      ,de,6285954
Wham!            ,de,6242528
Nico Santos      ,de,6202418
Katy Perry       ,de,6186538
Big Shaq         ,de,6000413
Alessia Cara     ,de,5852894
Vice             ,de,5723589
Luke Christopher ,de,5616909
Steve Aoki       ,de,5313549
Kaleo            ,de,5275992
Sean Paul        ,de,5237166
Luciano          ,de,5216375
Lil Pump         ,de,5080124
The Weeknd       ,de,4980602
Azzi Memo        ,de,4904836
Dardan           ,de,4571902
Anne-Marie       ,de,4513854
Sa4              ,de,4460096
JP Cooper        ,de,4407445
Shakira          ,de,4297612
James Arthur     ,de,4288898
The Vamps        ,de,4288673
Linkin Park      ,de,4143928
Chris Rea        ,de,4065162
Melanie Thornton ,de,3906170
Sia              ,de,3738204
Lorde            ,de,3694992
Shakin' Stevens  ,de,3582036
Miley Cyrus      ,de,3549980
Adel Tawil       ,de,3522742
Fake Pictures    ,de,3494847
Alok             ,de,3422655
Michael Bublé   ,de,3370427
Azet             ,de,3076475
Petit Biscuit    ,de,2787323
John Lennon      ,de,2571761
Milky Chance     ,de,2570527
Khalid           ,de,2507357
Paul McCartney   ,de,2501401
John Legend      ,de,2410118
DJ Snake         ,de,2382452
Harry Styles     ,de,2315614
Machine Gun Kelly,de,2278501
Queen            ,de,2256938
Ariana Grande    ,de,2241995
Welshly Arms     ,de,2172792
Regi             ,de,2139229
Pentatonix       ,de,2127312
Demi Lovato      ,de,2079011
