Position,Track Name,Artist,Date,Country
2,Reggaet�n Lento (Bailemos)                                                  ,CNCO             ,02/02/2017,uy
3,Chantaje                                                                    ,Shakira          ,02/02/2017,uy
4,Cuando Se Pone a Bailar                                                     ,Rombai           ,02/02/2017,uy
5,El Amante                                                                   ,Nicky Jam        ,02/02/2017,uy
6,Shape of You                                                                ,Ed Sheeran       ,02/02/2017,uy
7,Safari                                                                      ,J Balvin         ,02/02/2017,uy
8,Otra Vez (feat. J Balvin)                                                   ,Zion & Lennox    ,02/02/2017,uy
9,Carnavalintro                                                               ,CHANO            ,02/02/2017,uy
10,Amor para un Rato                                                           ,Olvidate!        ,02/02/2017,uy
1,Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,03/02/2017,uy
2,Reggaet�n Lento (Bailemos)                                                  ,CNCO             ,03/02/2017,uy
3,Chantaje                                                                    ,Shakira          ,03/02/2017,uy
4,Cuando Se Pone a Bailar                                                     ,Rombai           ,03/02/2017,uy
5,El Amante                                                                   ,Nicky Jam        ,03/02/2017,uy
6,Shape of You                                                                ,Ed Sheeran       ,03/02/2017,uy
7,Safari                                                                      ,J Balvin         ,03/02/2017,uy
8,Otra Vez (feat. J Balvin)                                                   ,Zion & Lennox    ,03/02/2017,uy
9,Amor para un Rato                                                           ,Olvidate!        ,03/02/2017,uy
10,Carnavalintro                                                               ,CHANO            ,03/02/2017,uy
1,Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,04/02/2017,uy
2,Reggaet�n Lento (Bailemos)                                                  ,CNCO             ,04/02/2017,uy
3,Cuando Se Pone a Bailar                                                     ,Rombai           ,04/02/2017,uy
4,Chantaje                                                                    ,Shakira          ,04/02/2017,uy
5,El Amante                                                                   ,Nicky Jam        ,04/02/2017,uy
6,Shape of You                                                                ,Ed Sheeran       ,04/02/2017,uy
7,Otra Vez (feat. J Balvin)                                                   ,Zion & Lennox    ,04/02/2017,uy
8,Safari                                                                      ,J Balvin         ,04/02/2017,uy
9,Amor para un Rato                                                           ,Olvidate!        ,04/02/2017,uy
10,Piel a Piel                                                                 ,Dame 5           ,04/02/2017,uy
1,Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,05/02/2017,uy
2,Reggaet�n Lento (Bailemos)                                                  ,CNCO             ,05/02/2017,uy
3,Cuando Se Pone a Bailar                                                     ,Rombai           ,05/02/2017,uy
4,El Amante                                                                   ,Nicky Jam        ,05/02/2017,uy
5,Chantaje                                                                    ,Shakira          ,05/02/2017,uy
6,Shape of You                                                                ,Ed Sheeran       ,05/02/2017,uy
7,Otra Vez (feat. J Balvin)                                                   ,Zion & Lennox    ,05/02/2017,uy
8,Safari                                                                      ,J Balvin         ,05/02/2017,uy
9,Amor para un Rato                                                           ,Olvidate!        ,05/02/2017,uy
10,Piel a Piel                                                                 ,Dame 5           ,05/02/2017,uy
1,Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,06/02/2017,uy
2,Reggaet�n Lento (Bailemos)                                                  ,CNCO             ,06/02/2017,uy
3,El Amante                                                                   ,Nicky Jam        ,06/02/2017,uy
4,Chantaje                                                                    ,Shakira          ,06/02/2017,uy
5,Shape of You                                                                ,Ed Sheeran       ,06/02/2017,uy
6,Cuando Se Pone a Bailar                                                     ,Rombai           ,06/02/2017,uy
7,Otra Vez (feat. J Balvin)                                                   ,Zion & Lennox    ,06/02/2017,uy
8,Safari                                                                      ,J Balvin         ,06/02/2017,uy
9,Vacaciones                                                                  ,Wisin            ,06/02/2017,uy
10,Carnavalintro                                                               ,CHANO            ,06/02/2017,uy
1,Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,07/02/2017,uy
