Position,Track Name,Artist,Date,Country
8,Chantaje                                                                    ,Shakira          ,20/01/2017,ch
9,Alone                                                                       ,Alan Walker      ,20/01/2017,ch
10,I Feel It Coming                                                            ,The Weeknd       ,20/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,21/01/2017,ch
2,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,21/01/2017,ch
3,Paris                                                                       ,The Chainsmokers ,21/01/2017,ch
4,Castle on the Hill                                                          ,Ed Sheeran       ,21/01/2017,ch
5,Starboy                                                                     ,The Weeknd       ,21/01/2017,ch
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,21/01/2017,ch
7,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,21/01/2017,ch
8,Chantaje                                                                    ,Shakira          ,21/01/2017,ch
9,Say You Won't Let Go                                                        ,James Arthur     ,21/01/2017,ch
10,Alone                                                                       ,Alan Walker      ,21/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,22/01/2017,ch
2,Paris                                                                       ,The Chainsmokers ,22/01/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,22/01/2017,ch
4,Castle on the Hill                                                          ,Ed Sheeran       ,22/01/2017,ch
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,22/01/2017,ch
6,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,22/01/2017,ch
7,Starboy                                                                     ,The Weeknd       ,22/01/2017,ch
8,Say You Won't Let Go                                                        ,James Arthur     ,22/01/2017,ch
9,Chantaje                                                                    ,Shakira          ,22/01/2017,ch
10,I Feel It Coming                                                            ,The Weeknd       ,22/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,23/01/2017,ch
2,Paris                                                                       ,The Chainsmokers ,23/01/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,23/01/2017,ch
4,Castle on the Hill                                                          ,Ed Sheeran       ,23/01/2017,ch
5,Starboy                                                                     ,The Weeknd       ,23/01/2017,ch
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,23/01/2017,ch
7,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,23/01/2017,ch
8,Chantaje                                                                    ,Shakira          ,23/01/2017,ch
9,Say You Won't Let Go                                                        ,James Arthur     ,23/01/2017,ch
10,I Feel It Coming                                                            ,The Weeknd       ,23/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,24/01/2017,ch
2,Paris                                                                       ,The Chainsmokers ,24/01/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,24/01/2017,ch
4,Castle on the Hill                                                          ,Ed Sheeran       ,24/01/2017,ch
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,24/01/2017,ch
6,Starboy                                                                     ,The Weeknd       ,24/01/2017,ch
7,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,24/01/2017,ch
8,Say You Won't Let Go                                                        ,James Arthur     ,24/01/2017,ch
9,Chantaje                                                                    ,Shakira          ,24/01/2017,ch
10,I Feel It Coming                                                            ,The Weeknd       ,24/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,25/01/2017,ch
2,Paris                                                                       ,The Chainsmokers ,25/01/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,25/01/2017,ch
4,Castle on the Hill                                                          ,Ed Sheeran       ,25/01/2017,ch
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,25/01/2017,ch
6,Starboy                                                                     ,The Weeknd       ,25/01/2017,ch
7,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,25/01/2017,ch
8,Say You Won't Let Go                                                        ,James Arthur     ,25/01/2017,ch
9,Chantaje                                                                    ,Shakira          ,25/01/2017,ch
10,Alone                                                                       ,Alan Walker      ,25/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,26/01/2017,ch
2,Paris                                                                       ,The Chainsmokers ,26/01/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,26/01/2017,ch
4,Castle on the Hill                                                          ,Ed Sheeran       ,26/01/2017,ch
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,26/01/2017,ch
6,Starboy                                                                     ,The Weeknd       ,26/01/2017,ch
7,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,26/01/2017,ch
8,Chantaje                                                                    ,Shakira          ,26/01/2017,ch
9,Say You Won't Let Go                                                        ,James Arthur     ,26/01/2017,ch
10,I Feel It Coming                                                            ,The Weeknd       ,26/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,27/01/2017,ch
2,Paris                                                                       ,The Chainsmokers ,27/01/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,27/01/2017,ch
4,Castle on the Hill                                                          ,Ed Sheeran       ,27/01/2017,ch
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,27/01/2017,ch
6,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,27/01/2017,ch
7,Starboy                                                                     ,The Weeknd       ,27/01/2017,ch
8,Chantaje                                                                    ,Shakira          ,27/01/2017,ch
9,Say You Won't Let Go                                                        ,James Arthur     ,27/01/2017,ch
10,Alone                                                                       ,Alan Walker      ,27/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,28/01/2017,ch
2,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,28/01/2017,ch
3,Paris                                                                       ,The Chainsmokers ,28/01/2017,ch
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,28/01/2017,ch
5,Castle on the Hill                                                          ,Ed Sheeran       ,28/01/2017,ch
6,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,28/01/2017,ch
7,Chantaje                                                                    ,Shakira          ,28/01/2017,ch
8,Starboy                                                                     ,The Weeknd       ,28/01/2017,ch
9,Say You Won't Let Go                                                        ,James Arthur     ,28/01/2017,ch
10,Alone                                                                       ,Alan Walker      ,28/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,29/01/2017,ch
2,Paris                                                                       ,The Chainsmokers ,29/01/2017,ch
3,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,29/01/2017,ch
4,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,29/01/2017,ch
5,Castle on the Hill                                                          ,Ed Sheeran       ,29/01/2017,ch
6,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,29/01/2017,ch
7,Say You Won't Let Go                                                        ,James Arthur     ,29/01/2017,ch
8,Chantaje                                                                    ,Shakira          ,29/01/2017,ch
9,Solo Dance                                                                  ,Martin Jensen    ,29/01/2017,ch
10,Alone                                                                       ,Alan Walker      ,29/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,30/01/2017,ch
2,Paris                                                                       ,The Chainsmokers ,30/01/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,30/01/2017,ch
4,Castle on the Hill                                                          ,Ed Sheeran       ,30/01/2017,ch
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,30/01/2017,ch
6,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,30/01/2017,ch
7,Say You Won't Let Go                                                        ,James Arthur     ,30/01/2017,ch
8,Chantaje                                                                    ,Shakira          ,30/01/2017,ch
9,Starboy                                                                     ,The Weeknd       ,30/01/2017,ch
10,Alone                                                                       ,Alan Walker      ,30/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,31/01/2017,ch
2,Paris                                                                       ,The Chainsmokers ,31/01/2017,ch
3,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,31/01/2017,ch
4,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,31/01/2017,ch
5,Castle on the Hill                                                          ,Ed Sheeran       ,31/01/2017,ch
6,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,31/01/2017,ch
7,Say You Won't Let Go                                                        ,James Arthur     ,31/01/2017,ch
8,Chantaje                                                                    ,Shakira          ,31/01/2017,ch
9,Scared to Be Lonely                                                         ,Martin Garrix    ,31/01/2017,ch
10,Solo Dance                                                                  ,Martin Jensen    ,31/01/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,01/02/2017,ch
2,Paris                                                                       ,The Chainsmokers ,01/02/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,01/02/2017,ch
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,01/02/2017,ch
5,Castle on the Hill                                                          ,Ed Sheeran       ,01/02/2017,ch
6,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,01/02/2017,ch
7,Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,01/02/2017,ch
8,Chantaje                                                                    ,Shakira          ,01/02/2017,ch
