Position,Track Name,Artist,Date,Country
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,04/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,04/01/2017,id
8,Starving                                                                    ,Hailee Steinfeld ,04/01/2017,id
9,Starboy                                                                     ,The Weeknd       ,04/01/2017,id
10,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,04/01/2017,id
1,Say You Won't Let Go                                                        ,James Arthur     ,05/01/2017,id
2,Closer                                                                      ,The Chainsmokers ,05/01/2017,id
3,All We Know                                                                 ,The Chainsmokers ,05/01/2017,id
4,Let Me Love You                                                             ,DJ Snake         ,05/01/2017,id
5,Don't Wanna Know                                                            ,Maroon 5         ,05/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,05/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,05/01/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,05/01/2017,id
9,Starboy                                                                     ,The Weeknd       ,05/01/2017,id
10,Starving                                                                    ,Hailee Steinfeld ,05/01/2017,id
1,Say You Won't Let Go                                                        ,James Arthur     ,06/01/2017,id
2,Closer                                                                      ,The Chainsmokers ,06/01/2017,id
3,All We Know                                                                 ,The Chainsmokers ,06/01/2017,id
4,Don't Wanna Know                                                            ,Maroon 5         ,06/01/2017,id
5,Let Me Love You                                                             ,DJ Snake         ,06/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,06/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,06/01/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,06/01/2017,id
9,Starboy                                                                     ,The Weeknd       ,06/01/2017,id
10,Starving                                                                    ,Hailee Steinfeld ,06/01/2017,id
1,Say You Won't Let Go                                                        ,James Arthur     ,07/01/2017,id
2,Closer                                                                      ,The Chainsmokers ,07/01/2017,id
3,Shape of You                                                                ,Ed Sheeran       ,07/01/2017,id
4,All We Know                                                                 ,The Chainsmokers ,07/01/2017,id
5,Don't Wanna Know                                                            ,Maroon 5         ,07/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,07/01/2017,id
7,Castle on the Hill                                                          ,Ed Sheeran       ,07/01/2017,id
8,Let Me Love You                                                             ,DJ Snake         ,07/01/2017,id
9,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,07/01/2017,id
10,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,07/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,08/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,08/01/2017,id
3,Closer                                                                      ,The Chainsmokers ,08/01/2017,id
4,All We Know                                                                 ,The Chainsmokers ,08/01/2017,id
5,Don't Wanna Know                                                            ,Maroon 5         ,08/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,08/01/2017,id
7,Castle on the Hill                                                          ,Ed Sheeran       ,08/01/2017,id
8,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,08/01/2017,id
9,Let Me Love You                                                             ,DJ Snake         ,08/01/2017,id
10,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,08/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,09/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,09/01/2017,id
3,Closer                                                                      ,The Chainsmokers ,09/01/2017,id
4,All We Know                                                                 ,The Chainsmokers ,09/01/2017,id
5,Don't Wanna Know                                                            ,Maroon 5         ,09/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,09/01/2017,id
7,Castle on the Hill                                                          ,Ed Sheeran       ,09/01/2017,id
8,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,09/01/2017,id
9,Let Me Love You                                                             ,DJ Snake         ,09/01/2017,id
10,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,09/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,10/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,10/01/2017,id
3,Closer                                                                      ,The Chainsmokers ,10/01/2017,id
4,All We Know                                                                 ,The Chainsmokers ,10/01/2017,id
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,10/01/2017,id
6,Don't Wanna Know                                                            ,Maroon 5         ,10/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,10/01/2017,id
8,Castle on the Hill                                                          ,Ed Sheeran       ,10/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,10/01/2017,id
10,Let Me Love You                                                             ,DJ Snake         ,10/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,11/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,11/01/2017,id
3,Closer                                                                      ,The Chainsmokers ,11/01/2017,id
4,All We Know                                                                 ,The Chainsmokers ,11/01/2017,id
5,Don't Wanna Know                                                            ,Maroon 5         ,11/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,11/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,11/01/2017,id
8,Castle on the Hill                                                          ,Ed Sheeran       ,11/01/2017,id
9,Let Me Love You                                                             ,DJ Snake         ,11/01/2017,id
10,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,11/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,12/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,12/01/2017,id
3,Closer                                                                      ,The Chainsmokers ,12/01/2017,id
4,All We Know                                                                 ,The Chainsmokers ,12/01/2017,id
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,12/01/2017,id
6,Don't Wanna Know                                                            ,Maroon 5         ,12/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,12/01/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,12/01/2017,id
9,Castle on the Hill                                                          ,Ed Sheeran       ,12/01/2017,id
10,Let Me Love You                                                             ,DJ Snake         ,12/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,13/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,13/01/2017,id
3,Closer                                                                      ,The Chainsmokers ,13/01/2017,id
4,All We Know                                                                 ,The Chainsmokers ,13/01/2017,id
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,13/01/2017,id
6,Don't Wanna Know                                                            ,Maroon 5         ,13/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,13/01/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,13/01/2017,id
9,Let Me Love You                                                             ,DJ Snake         ,13/01/2017,id
10,Castle on the Hill                                                          ,Ed Sheeran       ,13/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,14/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,14/01/2017,id
3,Closer                                                                      ,The Chainsmokers ,14/01/2017,id
4,All We Know                                                                 ,The Chainsmokers ,14/01/2017,id
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,14/01/2017,id
6,Paris                                                                       ,The Chainsmokers ,14/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,14/01/2017,id
8,Don't Wanna Know                                                            ,Maroon 5         ,14/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,14/01/2017,id
10,Alone                                                                       ,Alan Walker      ,14/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,15/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,15/01/2017,id
3,Paris                                                                       ,The Chainsmokers ,15/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,15/01/2017,id
5,All We Know                                                                 ,The Chainsmokers ,15/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,15/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,15/01/2017,id
8,Don't Wanna Know                                                            ,Maroon 5         ,15/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,15/01/2017,id
10,Castle on the Hill                                                          ,Ed Sheeran       ,15/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,16/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,16/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,16/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,16/01/2017,id
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,16/01/2017,id
6,All We Know                                                                 ,The Chainsmokers ,16/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,16/01/2017,id
8,Don't Wanna Know                                                            ,Maroon 5         ,16/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,16/01/2017,id
10,Castle on the Hill                                                          ,Ed Sheeran       ,16/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,17/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,17/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,17/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,17/01/2017,id
5,All We Know                                                                 ,The Chainsmokers ,17/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,17/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,17/01/2017,id
8,Don't Wanna Know                                                            ,Maroon 5         ,17/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,17/01/2017,id
10,Castle on the Hill                                                          ,Ed Sheeran       ,17/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,18/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,18/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,18/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,18/01/2017,id
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,18/01/2017,id
6,All We Know                                                                 ,The Chainsmokers ,18/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,18/01/2017,id
8,Don't Wanna Know                                                            ,Maroon 5         ,18/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,18/01/2017,id
10,Castle on the Hill                                                          ,Ed Sheeran       ,18/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,19/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,19/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,19/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,19/01/2017,id
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,19/01/2017,id
6,Don't Wanna Know                                                            ,Maroon 5         ,19/01/2017,id
7,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,19/01/2017,id
8,All We Know                                                                 ,The Chainsmokers ,19/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,19/01/2017,id
10,Castle on the Hill                                                          ,Ed Sheeran       ,19/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,20/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,20/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,20/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,20/01/2017,id
5,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,20/01/2017,id
6,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,20/01/2017,id
7,Don't Wanna Know                                                            ,Maroon 5         ,20/01/2017,id
8,All We Know                                                                 ,The Chainsmokers ,20/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,20/01/2017,id
10,Starboy                                                                     ,The Weeknd       ,20/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,21/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,21/01/2017,id
3,Paris                                                                       ,The Chainsmokers ,21/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,21/01/2017,id
5,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,21/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,21/01/2017,id
7,All We Know                                                                 ,The Chainsmokers ,21/01/2017,id
8,Don't Wanna Know                                                            ,Maroon 5         ,21/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,21/01/2017,id
10,Alone                                                                       ,Alan Walker      ,21/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,22/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,22/01/2017,id
3,Paris                                                                       ,The Chainsmokers ,22/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,22/01/2017,id
5,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,22/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,22/01/2017,id
7,All We Know                                                                 ,The Chainsmokers ,22/01/2017,id
8,Don't Wanna Know                                                            ,Maroon 5         ,22/01/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,22/01/2017,id
10,Versace On The Floor                                                        ,Bruno Mars       ,22/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,23/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,23/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,23/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,23/01/2017,id
5,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,23/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,23/01/2017,id
7,Don't Wanna Know                                                            ,Maroon 5         ,23/01/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,23/01/2017,id
9,All We Know                                                                 ,The Chainsmokers ,23/01/2017,id
10,Versace On The Floor                                                        ,Bruno Mars       ,23/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,24/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,24/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,24/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,24/01/2017,id
5,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,24/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,24/01/2017,id
7,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,24/01/2017,id
8,Don't Wanna Know                                                            ,Maroon 5         ,24/01/2017,id
9,All We Know                                                                 ,The Chainsmokers ,24/01/2017,id
10,Castle on the Hill                                                          ,Ed Sheeran       ,24/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,25/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,25/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,25/01/2017,id
4,Closer                                                                      ,The Chainsmokers ,25/01/2017,id
5,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,25/01/2017,id
6,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,25/01/2017,id
7,Don't Wanna Know                                                            ,Maroon 5         ,25/01/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,25/01/2017,id
9,Castle on the Hill                                                          ,Ed Sheeran       ,25/01/2017,id
10,Versace On The Floor                                                        ,Bruno Mars       ,25/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,26/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,26/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,26/01/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,26/01/2017,id
5,Closer                                                                      ,The Chainsmokers ,26/01/2017,id
6,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,26/01/2017,id
7,Don't Wanna Know                                                            ,Maroon 5         ,26/01/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,26/01/2017,id
9,All We Know                                                                 ,The Chainsmokers ,26/01/2017,id
10,Castle on the Hill                                                          ,Ed Sheeran       ,26/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,27/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,27/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,27/01/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,27/01/2017,id
5,Closer                                                                      ,The Chainsmokers ,27/01/2017,id
6,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,27/01/2017,id
7,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,27/01/2017,id
8,Don't Wanna Know                                                            ,Maroon 5         ,27/01/2017,id
9,All We Know                                                                 ,The Chainsmokers ,27/01/2017,id
10,Versace On The Floor                                                        ,Bruno Mars       ,27/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,28/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,28/01/2017,id
3,Paris                                                                       ,The Chainsmokers ,28/01/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,28/01/2017,id
5,Closer                                                                      ,The Chainsmokers ,28/01/2017,id
6,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,28/01/2017,id
7,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,28/01/2017,id
8,Versace On The Floor                                                        ,Bruno Mars       ,28/01/2017,id
9,All We Know                                                                 ,The Chainsmokers ,28/01/2017,id
10,Don't Wanna Know                                                            ,Maroon 5         ,28/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,29/01/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,29/01/2017,id
3,Paris                                                                       ,The Chainsmokers ,29/01/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,29/01/2017,id
5,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,29/01/2017,id
6,Closer                                                                      ,The Chainsmokers ,29/01/2017,id
7,Versace On The Floor                                                        ,Bruno Mars       ,29/01/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,29/01/2017,id
9,All We Know                                                                 ,The Chainsmokers ,29/01/2017,id
10,Don't Wanna Know                                                            ,Maroon 5         ,29/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,30/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,30/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,30/01/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,30/01/2017,id
5,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,30/01/2017,id
6,Closer                                                                      ,The Chainsmokers ,30/01/2017,id
7,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,30/01/2017,id
8,Versace On The Floor                                                        ,Bruno Mars       ,30/01/2017,id
9,Don't Wanna Know                                                            ,Maroon 5         ,30/01/2017,id
10,All We Know                                                                 ,The Chainsmokers ,30/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,31/01/2017,id
2,Paris                                                                       ,The Chainsmokers ,31/01/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,31/01/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,31/01/2017,id
5,Closer                                                                      ,The Chainsmokers ,31/01/2017,id
6,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,31/01/2017,id
7,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,31/01/2017,id
8,Versace On The Floor                                                        ,Bruno Mars       ,31/01/2017,id
9,Don't Wanna Know                                                            ,Maroon 5         ,31/01/2017,id
10,All We Know                                                                 ,The Chainsmokers ,31/01/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,01/02/2017,id
2,Paris                                                                       ,The Chainsmokers ,01/02/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,01/02/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,01/02/2017,id
5,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,01/02/2017,id
6,Closer                                                                      ,The Chainsmokers ,01/02/2017,id
7,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,01/02/2017,id
8,Versace On The Floor                                                        ,Bruno Mars       ,01/02/2017,id
9,Scared to Be Lonely                                                         ,Martin Garrix    ,01/02/2017,id
10,Don't Wanna Know                                                            ,Maroon 5         ,01/02/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,02/02/2017,id
2,Paris                                                                       ,The Chainsmokers ,02/02/2017,id
3,Say You Won't Let Go                                                        ,James Arthur     ,02/02/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,02/02/2017,id
5,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,02/02/2017,id
6,Closer                                                                      ,The Chainsmokers ,02/02/2017,id
7,Scared to Be Lonely                                                         ,Martin Garrix    ,02/02/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,02/02/2017,id
9,Versace On The Floor                                                        ,Bruno Mars       ,02/02/2017,id
10,Don't Wanna Know                                                            ,Maroon 5         ,02/02/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,03/02/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,03/02/2017,id
3,Paris                                                                       ,The Chainsmokers ,03/02/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,03/02/2017,id
5,Scared to Be Lonely                                                         ,Martin Garrix    ,03/02/2017,id
6,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,03/02/2017,id
7,Closer                                                                      ,The Chainsmokers ,03/02/2017,id
8,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,03/02/2017,id
9,Versace On The Floor                                                        ,Bruno Mars       ,03/02/2017,id
10,Don't Wanna Know                                                            ,Maroon 5         ,03/02/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,04/02/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,04/02/2017,id
3,Paris                                                                       ,The Chainsmokers ,04/02/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,04/02/2017,id
5,Scared to Be Lonely                                                         ,Martin Garrix    ,04/02/2017,id
6,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,04/02/2017,id
7,Closer                                                                      ,The Chainsmokers ,04/02/2017,id
8,Versace On The Floor                                                        ,Bruno Mars       ,04/02/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,04/02/2017,id
10,Don't Wanna Know                                                            ,Maroon 5         ,04/02/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,05/02/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,05/02/2017,id
3,Paris                                                                       ,The Chainsmokers ,05/02/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,05/02/2017,id
5,Scared to Be Lonely                                                         ,Martin Garrix    ,05/02/2017,id
6,Bad Things (with Camila Cabello)                                            ,Machine Gun Kelly,05/02/2017,id
7,Versace On The Floor                                                        ,Bruno Mars       ,05/02/2017,id
8,Closer                                                                      ,The Chainsmokers ,05/02/2017,id
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,05/02/2017,id
10,Don't Wanna Know                                                            ,Maroon 5         ,05/02/2017,id
1,Shape of You                                                                ,Ed Sheeran       ,06/02/2017,id
2,Say You Won't Let Go                                                        ,James Arthur     ,06/02/2017,id
3,Paris                                                                       ,The Chainsmokers ,06/02/2017,id
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,06/02/2017,id
