Position,Track Name,Artist,Date,Country
5,Closer                                                                      ,The Chainsmokers ,03/02/2017,tw
6,Say You Won't Let Go                                                        ,James Arthur     ,03/02/2017,tw
7,Castle on the Hill                                                          ,Ed Sheeran       ,03/02/2017,tw
8,Stay With Me                                                                ,Chanyeol         ,03/02/2017,tw
9,演員                                                                      ,Joker Xue        ,03/02/2017,tw
10,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,03/02/2017,tw
1,Shape of You                                                                ,Ed Sheeran       ,04/02/2017,tw
2,Paris                                                                       ,The Chainsmokers ,04/02/2017,tw
3,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,04/02/2017,tw
4,Scared to Be Lonely                                                         ,Martin Garrix    ,04/02/2017,tw
5,Closer                                                                      ,The Chainsmokers ,04/02/2017,tw
6,Say You Won't Let Go                                                        ,James Arthur     ,04/02/2017,tw
7,How Far I'll Go - From "Moana"                                              ,Alessia Cara     ,04/02/2017,tw
8,Castle on the Hill                                                          ,Ed Sheeran       ,04/02/2017,tw
9,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,04/02/2017,tw
10,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,04/02/2017,tw
1,Shape of You                                                                ,Ed Sheeran       ,05/02/2017,tw
2,Paris                                                                       ,The Chainsmokers ,05/02/2017,tw
3,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,05/02/2017,tw
4,Scared to Be Lonely                                                         ,Martin Garrix    ,05/02/2017,tw
5,Closer                                                                      ,The Chainsmokers ,05/02/2017,tw
6,Say You Won't Let Go                                                        ,James Arthur     ,05/02/2017,tw
7,Castle on the Hill                                                          ,Ed Sheeran       ,05/02/2017,tw
8,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,05/02/2017,tw
9,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,05/02/2017,tw
10,How Far I'll Go - From "Moana"                                              ,Alessia Cara     ,05/02/2017,tw
1,Shape of You                                                                ,Ed Sheeran       ,06/02/2017,tw
