Date,TEMP, VISIB,  WDSP,PRCP  , FRSHTT,Country
20171220,2,7.7,4.2,99.99,11000,cz
20171221,4,13.4,7.4,99.99,10000,cz
20171222,5,15.2,7.6, 0.00I,0,cz
20171223,6,13.3,9.6,99.99,10000,cz
20171224,7,16.5,13.4, 0.00I,0,cz
20171225,4,10.6,7, 0.00I,100000,cz
20171226,1,8.6,4.5, 0.00I,100000,cz
20171227,1,9,3.5, 0.00I,0,cz
20171228,2,8,6.8,99.99,10000,cz
20171229,0,15.2,8.6, 0.00I,0,cz
20171230,2,13.1,7.6,99.99,11000,cz
20171231,10,21.3,10.4,99.99,10000,cz
20170101,1,6.2,7.4, 0.00I,0,de
20170102,0,4.5,8.4,99.99,11000,de
20170103,2,5.8,16.2,99.99,11000,de
20170104,3,5.9,18.5,99.99,11110,de
20170105,-3,5.2,11.8,99.99,1000,de
20170106,-7,6.2,4.3, 0.00I,0,de
20170107,-6,3.2,7.8,99.99,1000,de
20170108,-3,3.6,3.2,99.99,11000,de
20170109,-2,2.9,4.2,99.99,1000,de
20170110,-2,6.2,8.1, 0.00I,0,de
20170111,-4,5.4,12.9,99.99,11000,de
20170112,3,6.2,13.6,99.99,10000,de
20170113,2,5.6,11.5,99.99,11000,de
20170114,0,6,8,99.99,1000,de
20170115,0,4.8,10.7,99.99,1000,de
20170116,-2,6.2,6.2,99.99,1000,de
20170117,-3,6.2,2.9, 0.00I,0,de
20170118,-5,3.6,3.3, 0.00I,100000,de
20170119,-4,6,5.2,99.99,1000,de
20170120,0,4.4,4.5,99.99,10000,de
20170121,1,3.8,3.3,99.99,10000,de
20170122,0,4.3,5.2, 0.00I,0,de
20170123,-4,2.3,4,99.99,111000,de
20170124,-1,2.2,5.5,99.99,11000,de
20170125,0,2.5,3.4,99.99,101000,de
20170126,0,3.9,5.5, 0.00I,100000,de
20170127,-2,999.9,4.9, 0.00I,0,de
20170128,-4,999.9,5.5, 0.00I,0,de
20170129,0,999.9,4.7, 0.00I,0,de
20170130,0,4.7,7.2,99.99,11000,de
20170131,0,2.1,4.9,99.99,101000,de
20170201,-1,2.7,4,99.99,101000,de
20170202,-3,3.4,5.1, 0.00I,100000,de
20170203,1,1.6,5.1,99.99,110000,de
20170204,2,0.4,5.1,99.99,110000,de
20170205,1,1.1,5.7,99.99,110000,de
20170206,-1,4.4,7.8, 0.00I,0,de
20170207,-1,6.2,7.9, 0.00I,0,de
20170208,-4,6.2,8.7, 0.00I,0,de
20170209,-4,6.1,7.9, 0.00I,0,de
20170210,-3,4.9,10.2, 0.00I,0,de
20170211,-2,6.2,9.8, 0.00I,0,de
20170212,-2,6.2,9.1, 0.00I,0,de
20170213,-4,4.7,7, 0.00I,0,de
20170214,-3,4.2,4.9, 0.00I,0,de
20170215,2,4.8,2.8, 0.00I,0,de
20170216,5,5.7,4.5,99.99,10000,de
20170217,4,3,6.1,99.99,10000,de
20170218,4,4.9,6.3,99.99,10000,de
20170219,4,5.6,7.8,99.99,10000,de
20170220,7,5.1,12.5,99.99,10000,de
20170221,7,6,13.5,99.99,10000,de
20170222,7,5.8,16.2,99.99,10000,de
20170223,7,6,12.8,99.99,10000,de
20170224,3,5.9,15.7,99.99,11000,de
20170225,3,6.2,9.5,99.99,10000,de
20170226,8,6.2,9.9,99.99,10000,de
20170227,9,6.2,8.3, 0.00I,0,de
20170228,8,6.2,12.8,99.99,10000,de
20170301,4,6.2,9.7,99.99,10000,de
20170302,5,6.2,14.1,99.99,10000,de
20170303,7,6.2,7.7, 0.00I,0,de
20170304,9,999.9,5.8, 0.00I,0,de
20170305,9,6.2,9.2, 0.00I,0,de
20170306,5,5.8,3.5,99.99,10000,de
20170307,3,5.6,8.3,99.99,10000,de
20170308,6,6.2,8,99.99,10000,de
20170309,7,6,7.2,99.99,10000,de
20170310,6,6.2,11.1,99.99,10000,de
20170311,5,6.2,4.7, 0.00I,0,de
20170312,0,5,5.6, 0.00I,0,de
20170313,4,5.1,4.3, 0.00I,0,de
20170314,6,5.9,5.8, 0.00I,0,de
20170315,10,6.2,11.7, 0.00I,0,de
20170316,7,6.2,6.4, 0.00I,0,de
20170317,7,6.2,9.8,99.99,10000,de
20170318,6,5.6,17.8,99.99,10000,de
20170319,4,5.2,8.7,99.99,10000,de
20170320,11,5.8,11.7,99.99,10000,de
20170321,9,6.2,8.9,99.99,10000,de
20170322,7,6.2,4, 0.00I,0,de
20170323,7,6.2,7.6,99.99,10000,de
20170324,8,999.9,5, 0.00I,0,de
20170325,7,999.9,6.6, 0.00I,0,de
20170326,7,6.2,2.2, 0.00I,0,de
20170327,9,999.9,3.1, 0.00I,0,de
20170328,12,999.9,4.4, 0.00I,0,de
20170329,10,5.8,11,99.99,10000,de
20170330,13,3.5,5.7,99.99,10000,de
20170331,16,999.9,5.7, 0.00I,0,de
20170401,16,999.9,4.4, 0.00I,0,de
20170402,13,6.2,7.9, 0.00I,0,de
20170403,9,6.1,6.1, 0.00I,0,de
20170404,9,5.6,4.7,99.99,10000,de
20170405,10,5.5,11.2,99.99,10000,de
20170406,9,6.2,15.6, 0.00I,0,de
20170407,9,6.1,14,99.99,10000,de
20170408,11,6.2,8.1, 0.00I,0,de
20170409,12,6.2,2.5, 0.00I,0,de
20170410,11,6.2,11.5, 0.00I,0,de
20170411,7,6.2,13.1,99.99,10000,de
20170412,9,5.9,12.6,99.99,10000,de
20170413,9,6.2,15,99.99,10000,de
20170414,9,6.2,10.7, 0.00I,0,de
20170415,8,5.5,11.6,99.99,10000,de
20170416,6,6.1,10.2,99.99,10000,de
20170417,5,6.2,5.6,99.99,11000,de
20170418,5,6.2,9.8,99.99,10000,de
20170419,3,6.2,11.3,99.99,1000,de
20170420,4,6.2,5.8, 0.00I,0,de
20170421,10,6.2,12.8,99.99,10000,de
20170422,7,6.2,16,99.99,10000,de
20170423,6,6.2,13.4,99.99,10000,de
20170424,8,6.2,9.1, 0.00I,0,de
20170425,8,6.2,8.5,99.99,10000,de
20170426,7,6.2,3.1, 0.00I,0,de
20170427,7,6.2,3.9, 0.00I,0,de
20170428,8,6.2,3.3, 0.00I,0,de
20170429,7,6,7.8,99.99,10000,de
20170430,7,6.2,9.3, 0.00I,0,de
20170501,11,999.9,12.1, 0.00I,0,de
20170502,10,6.1,12.9,99.99,10000,de
20170503,11,5.5,8.7, 0.00I,0,de
20170504,9,4.3,8.8,99.99,10000,de
20170505,11,4.4,4.3,99.99,110000,de
20170506,12,5.3,5.9, 0.00I,0,de
20170507,12,6.2,6.2,99.99,10000,de
20170508,8,5.6,8.4,99.99,10000,de
20170509,5,6.2,5.5,99.99,10000,de
20170510,8,6.2,6.7,99.99,10000,de
20170511,12,6.2,5.1, 0.00I,0,de
20170512,15,999.9,6.9, 0.00I,0,de
20170513,15,5.4,3.8,99.99,110000,de
20170514,15,4.1,4.6,99.99,110000,de
20170515,15,5.2,6.6, 0.00I,100000,de
20170516,15,6.2,3,99.99,10000,de
20170517,20,6.2,5.1,99.99,10000,de
20170518,21,999.9,6.4, 0.00I,0,de
20170519,23,999.9,6.3, 0.00I,0,de
20170520,16,6.1,11.9,99.99,10000,de
20170521,16,999.9,5.7, 0.00I,0,de
20170522,16,999.9,3.7, 0.00I,0,de
20170523,18,5.6,6.6,99.99,10010,de
20170524,13,6.2,12, 0.00I,0,de
20170525,14,6.2,7.3, 0.00I,0,de
20170526,17,6.2,6.4, 0.00I,0,de
20170527,20,999.9,5.3, 0.00I,0,de
20170528,23,999.9,6.1, 0.00I,0,de
20170529,24,999.9,5.2, 0.00I,0,de
20170530,23,6.2,7,99.99,10000,de
20170531,19,6.2,14.3, 0.00I,0,de
20170601,16,6.2,8.8, 0.00I,0,de
20170602,18,999.9,5.1, 0.00I,0,de
20170603,18,6.2,5.2,99.99,10000,de
20170604,16,5.5,7.7,99.99,10000,de
20170605,16,6.2,3.9,99.99,10000,de
20170606,18,6.2,6.1,99.99,10000,de
20170607,15,6.2,13.6,99.99,10000,de
20170608,17,999.9,7.2, 0.00I,0,de
20170609,20,6.2,8.3,99.99,10000,de
20170610,19,6.2,6.9, 0.00I,0,de
20170611,22,999.9,5.1,99.99,10000,de
20170612,20,6.2,14.1,99.99,10000,de
20170613,17,6.2,13.7,99.99,10000,de
20170614,17,6.2,7.1, 0.00I,0,de
20170615,21,999.9,4.1,99.99,10000,de
20170616,17,5.9,13.4,99.99,10000,de
20170617,17,6.2,12.7, 0.00I,0,de
20170618,20,6.2,5.2, 0.00I,0,de
20170619,24,6.2,3.5, 0.00I,0,de
20170620,23,6.2,8.4, 0.00I,0,de
20170621,19,6.2,6.8, 0.00I,0,de
20170622,20,6.2,5.2,99.99,10010,de
20170623,20,6.1,11.4,99.99,10010,de
20170624,20,6.2,9.7,99.99,10000,de
20170625,18,5.8,8.3,99.99,10000,de
20170626,17,6.1,7.6,99.99,10000,de
20170627,17,6.2,3.9, 0.00I,0,de
20170628,20,5.3,6.1,99.99,110010,de
20170629,18,3,10.6,99.99,110010,de
20170630,16,6.1,13.8,99.99,10000,de
20170701,16,6,9.9,99.99,10000,de
20170702,16,6.2,11.6,99.99,10000,de
20170703,17,6.2,8.7, 0.00I,0,de
20170704,17,6.2,10,99.99,10000,de
20170705,16,6.2,4,99.99,10000,de
20170706,19,999.9,2.8, 0.00I,0,de
20170707,20,6,4,99.99,10010,de
20170708,20,5,7.7,99.99,10000,de
20170709,19,6.2,3.9,99.99,10000,de
20170710,19,5.6,5.5,99.99,10010,de
20170711,19,6.2,6.9,99.99,10010,de
20170712,17,6.2,8.7,99.99,10000,de
20170713,15,6.2,11.8, 0.00I,0,de
20170714,16,999.9,3.3, 0.00I,0,de
20170715,17,6.2,6,99.99,10000,de
20170716,18,6.2,5.4,99.99,10000,de
20170717,19,6,8,99.99,10000,de
20170718,19,6.2,3.3, 0.00I,0,de
20170719,22,6.2,7.1,99.99,10010,de
20170720,23,6.2,6.3,99.99,10000,de
20170721,22,6.2,5.7, 0.00I,0,de
20170722,20,5.5,7.9,99.99,10010,de
20170723,20,3.2,6.6,99.99,110010,de
20170724,19,5.3,4.1,99.99,10000,de
20170725,16,5.2,6,99.99,10000,de
20170726,16,4.3,9.9,99.99,10000,de
20170727,18,6.2,6.5,99.99,10010,de
20170728,19,6.2,9, 0.00I,0,de
20170729,21,999.9,7.3, 0.00I,0,de
20170730,25,6.2,8.5, 0.00I,0,de
20170731,24,999.9,5.9, 0.00I,0,de
20170801,23,6.2,5.1,99.99,10000,de
20170802,22,6.2,4.6, 0.00I,0,de
20170803,23,6.2,6.4,99.99,10010,de
20170804,21,6.2,8.3, 0.00I,0,de
20170805,19,6.2,6.8,99.99,10000,de
20170806,18,6.2,8.4, 0.00I,0,de
20170807,18,999.9,3.9, 0.00I,0,de
20170808,21,999.9,8.1, 0.00I,0,de
20170809,22,6.2,7,99.99,10000,de
20170810,21,6.2,8.5,99.99,10010,de
20170811,17,5.7,6.3,99.99,10010,de
20170812,16,5.9,9.8,99.99,10000,de
20170813,18,6.2,6, 0.00I,0,de
20170814,19,6.2,3.9, 0.00I,0,de
20170815,21,999.9,6.9, 0.00I,0,de
20170816,20,5.8,4.4,99.99,10000,de
20170817,21,3.9,5.2,99.99,110000,de
20170818,21,6.2,5.8,99.99,10010,de
20170819,17,6.2,8.3, 0.00I,0,de
20170820,15,6.2,6.6,99.99,10000,de
20170821,15,6.2,9.9,99.99,10000,de
20170822,14,6.2,7.3, 0.00I,0,de
20170823,15,6.2,3.4, 0.00I,0,de
20170824,16,6.2,4.8,99.99,10000,de
20170825,18,5.6,5.4, 0.00I,0,de
20170826,18,6.2,3.9,99.99,10000,de
20170827,19,5.9,9.7, 0.00I,0,de
20170828,18,6.2,3, 0.00I,0,de
20170829,19,999.9,4.7, 0.00I,0,de
20170830,22,999.9,6.3, 0.00I,0,de
20170831,21,6.2,9.4,99.99,10000,de
20170901,15,6.2,5.9, 0.00I,0,de
20170902,15,6.2,5.7, 0.00I,0,de
20170903,13,6.2,4.6,99.99,10000,de
20170904,14,6.2,7.7, 0.00I,0,de
20170905,16,999.9,5.9, 0.00I,0,de
20170906,16,6,8.2,99.99,10010,de
20170907,14,6.1,11.4,99.99,10000,de
20170908,15,6.2,7.5,99.99,10000,de
20170909,16,6.2,7.5,99.99,10000,de
20170910,16,6.2,4.8, 0.00I,0,de
20170911,15,6.2,8.8,99.99,10000,de
20170912,14,6.2,9.8,99.99,10000,de
20170913,14,5.9,12.9,99.99,10000,de
20170914,13,6.2,12,99.99,10000,de
20170915,13,6.2,8.7,99.99,10000,de
20170916,12,6.2,4.2, 0.00I,0,de
20170917,12,6.1,2.7, 0.00I,0,de
20170918,12,6,4.3,99.99,10000,de
20170919,11,6.2,3.9, 0.00I,0,de
20170920,12,5.4,5.3,99.99,10000,de
20170921,14,6.2,5.8, 0.00I,0,de
20170922,13,6.2,2.3, 0.00I,0,de
20170923,11,5.2,4.6,99.99,10000,de
20170924,14,3.9,6.1,99.99,110000,de
20170925,14,5.5,6.1,99.99,10000,de
20170926,14,5.2,6.6,99.99,10000,de
20170927,15,3.7,7.4,99.99,10000,de
20170928,15,6.2,6.1, 0.00I,0,de
20170929,15,999.9,6.6, 0.00I,0,de
20170930,14,999.9,6.9, 0.00I,0,de
20171001,12,5.7,3.9,99.99,10000,de
20171002,13,5,9.4,99.99,10000,de
20171003,13,6.2,10.5,99.99,10000,de
20171004,12,6.2,12.8,99.99,10000,de
20171005,11,6.1,18,99.99,10000,de
20171006,10,6.1,13.3,99.99,10000,de
20171007,10,6,13.1,99.99,10000,de
20171008,10,5.8,10.6,99.99,10000,de
20171009,8,6.2,8.3,99.99,10000,de
20171010,11,5.5,7.1,99.99,10000,de
20171011,15,6.2,10.2,99.99,10000,de
20171012,14,6.2,15,99.99,10000,de
20171013,12,6.2,7.4, 0.00I,0,de
20171014,15,6.2,6.3, 0.00I,0,de
20171015,15,5.4,3.7, 0.00I,100000,de
20171016,16,999.9,4.4, 0.00I,0,de
20171017,16,5.5,4.1, 0.00I,0,de
20171018,13,2,3, 0.00I,100000,de
20171019,10,2.1,3.7, 0.00I,100000,de
20171020,13,3.8,3.9,99.99,10000,de
20171021,11,6.2,4.3,99.99,10000,de
20171022,12,6,8,99.99,10000,de
20171023,10,5.7,5.1,99.99,10000,de
20171024,11,4.3,4.8,99.99,110000,de
20171025,14,5.3,10.3,99.99,10000,de
20171026,12,6.2,8.7,99.99,10000,de
20171027,10,6.2,13.1,99.99,10000,de
20171028,10,5.7,17.5,99.99,10000,de
20171029,8,5.5,21.8,99.99,10000,de
20171030,6,6.2,13,99.99,10000,de
20171031,7,6.2,9, 0.00I,0,de
20171101,10,4.5,9.6,99.99,10000,de
20171102,10,6.1,8.6,99.99,10000,de
20171103,9,6.2,5.3, 0.00I,0,de
20171104,7,5.1,5.6, 0.00I,0,de
20171105,9,5.7,6.4,99.99,10000,de
20171106,7,5.5,5.9,99.99,110000,de
20171107,5,3.9,6.5, 0.00I,100000,de
20171108,7,4.5,7.3, 0.00I,0,de
20171109,6,3.9,4.7, 0.00I,0,de
20171110,7,4.6,12.2,99.99,10000,de
20171111,5,6.2,12.2,99.99,10000,de
20171112,4,6.2,5.5,99.99,10000,de
20171113,4,6.2,7.2,99.99,10000,de
20171114,3,3.6,7,99.99,110000,de
20171115,7,5.1,5.4,99.99,110000,de
20171116,7,2.8,3.3, 0.00I,100000,de
20171117,5,4.4,5.6,99.99,10000,de
20171118,3,6.2,11.1,99.99,10000,de
20171119,4,6.2,15.7,99.99,10010,de
20171120,4,6.2,10.4,99.99,10000,de
20171121,4,4.7,3.8,99.99,10000,de
20171122,8,5.5,8.9,99.99,10000,de
20171123,9,999.9,9.1, 0.00I,0,de
20171124,10,5.4,7.7,99.99,10000,de
20171125,4,4.6,7.4,99.99,10000,de
20171126,3,5.8,10.1,99.99,10000,de
20171127,4,6.2,13.4,99.99,10000,de
20171128,6,6.2,11.5,99.99,10000,de
20171129,2,6.2,4.4, 0.00I,0,de
20171130,1,5.6,3.7, 0.00I,0,de
20171201,0,3.9,4.5,99.99,10000,de
20171202,2,4.1,3.3, 0.00I,100000,de
20171203,0,3.7,9.2,99.99,111000,de
20171204,3,5.5,11.2,99.99,10000,de
20171205,6,5,13.3,99.99,10000,de
20171206,7,6.2,15.7, 0.00I,0,de
20171207,6,6.2,12.4,99.99,10000,de
20171208,4,6,11.8,99.99,11000,de
20171209,1,5.6,11.4,99.99,11000,de
20171210,0,4.7,11.2,99.99,1000,de
20171211,3,6.2,7.7,99.99,10000,de
20171212,4,6.2,14.5,99.99,10000,de
20171213,2,6,10.9,99.99,11000,de
20171214,3,6.2,11.3,99.99,10000,de
20171215,1,4.6,4.1,99.99,11000,de
20171216,2,5.1,6.7,99.99,10000,de
20171217,2,6.2,6.6,99.99,11000,de
20171218,0,6,3.9, 0.00I,0,de
20171219,1,3.7,4,99.99,10000,de
20171220,2,2.1,3.3,99.99,111000,de
20171221,6,4.4,9.8,99.99,10000,de
20171222,6,6.2,10.8, 0.00I,0,de
20171223,7,6.1,15.8,99.99,10000,de
20171224,10,6.2,18.7,99.99,10000,de
20171225,8,6.2,11.8,99.99,10000,de
20171226,4,5.6,10.3,99.99,10000,de
20171227,2,999.9,6.1, 0.00I,0,de
20171228,2,6.2,7.4,99.99,10000,de
20171229,1,6.2,8.6, 0.00I,0,de
20171230,3,6,10.5,99.99,10000,de
20171231,9,5.7,11.7,99.99,10000,de
20170101,5,5.5,7, 0.07G,10000,dk
20170102,0,6.3,4.7, 0.00G,0,dk
20170103,4,5.8,12.1, 0.01G,110000,dk
20170104,1,5.3,13.7, 0.05G,11000,dk
20170105,-6,7,5.2, 0.21G,1000,dk
20170106,-8,5.6,3.4, 0.00G,101000,dk
20170107,2,5,7.5, 0.06G,11000,dk
20170108,1,5.4,4.2, 0.01G,0,dk
20170109,4,4.5,6.2, 0.00G,10000,dk
20170110,3,3,8.3, 0.07G,10000,dk
20170111,5,4.4,12.3, 0.07G,10000,dk
20170112,3,6,10.8, 0.37G,11000,dk
20170113,-1,6.1,2.6, 0.02G,100000,dk
20170114,1,6.3,7.2, 0.00G,10000,dk
20170115,-1,7.2,5.3, 0.00G,11000,dk
20170116,-4,6.4,3.8, 0.00G,0,dk
20170117,-2,6.5,3.3, 0.00G,11000,dk
20170118,4,5.4,7.8, 0.00G,10000,dk
20170119,6,6,9.5, 0.00G,0,dk
20170120,6,6.3,8.6, 0.00G,0,dk
20170121,5,3.6,4.9, 0.00G,100000,dk
20170122,4,6,2.1, 0.00G,0,dk
20170123,2,3.9,4.3, 0.00G,0,dk
20170124,2,2.3,4.5, 0.00G,100000,dk
20170125,2,4.1,5.6, 0.01G,0,dk
20170126,0,4,3.6, 0.00G,0,dk
20170127,1,4.7,5.1, 0.00G,0,dk
20170128,0,2.6,3.4, 0.00G,100000,dk
20170129,2,2.6,4.7, 0.02G,10000,dk
20170130,3,2.4,4.8, 0.10G,110000,dk
20170131,2,4.5,6.9, 0.00G,0,dk
20170201,2,3.3,6, 0.00G,0,dk
20170202,1,3.5,7.6, 0.00G,0,dk
20170203,2,1,7.6, 0.00G,110000,dk
20170204,3,0.8,6.5, 0.00G,111000,dk
20170205,2,2.4,8.7, 0.09G,111000,dk
20170206,2,6.3,11.7, 0.04G,11000,dk
20170207,-1,7,15, 0.00G,1000,dk
20170208,-2,4.6,15.1, 0.01G,1000,dk
20170209,-2,5.3,7.2, 0.02G,11000,dk
20170210,0,6.3,10.4, 0.00G,11000,dk
20170211,0,6.7,14.3, 0.00G,0,dk
20170212,0,7.2,10.1, 0.00G,0,dk
20170213,-3,6.9,2, 0.00G,0,dk
20170214,-2,4.9,1.7, 0.00G,100000,dk
20170215,-1,2.4,1.5, 0.00G,101000,dk
20170216,4,2.2,5.4, 0.00G,10000,dk
20170217,5,3.2,4.2, 0.02G,110000,dk
20170218,4,4.1,7, 0.00G,110000,dk
20170219,6,4.6,8.5, 0.01G,10000,dk
20170220,7,5.4,13.4, 0.02G,10000,dk
20170221,7,6.3,18.3, 0.01G,0,dk
20170222,6,5.8,17, 0.26G,10000,dk
20170223,4,5.2,12, 0.03G,11000,dk
20170224,1,5.8,8, 0.33G,1000,dk
20170225,1,5.9,6, 0.01G,10000,dk
20170226,7,4.2,5.4, 0.22G,10000,dk
20170227,7,4.4,6.4, 0.00G,10000,dk
20170228,5,6.9,8, 0.12G,10000,dk
20170301,5,6.4,8.3, 0.01G,10000,dk
20170302,4,5.8,6.3, 0.05G,10000,dk
20170303,5,6.2,6.1, 0.02G,10000,dk
20170304,4,5.4,8, 0.04G,10000,dk
20170305,4,4.6,11.2, 0.04G,11000,dk
20170306,1,5.8,13.2, 0.23G,11000,dk
20170307,-1,6.4,7.4, 0.03G,1000,dk
20170308,0,5.6,5.1, 0.00G,11000,dk
20170309,5,4.8,5, 0.15G,10000,dk
20170310,6,6.1,9.2, 0.04G,0,dk
20170311,4,3.7,3.2, 0.00G,100000,dk
20170312,3,5.7,5.7, 0.00G,100000,dk
20170313,4,6.6,4.9, 0.00G,0,dk
20170314,7,6.5,7.3, 0.00G,0,dk
20170315,7,6.3,17.9, 0.00I,0,dk
20170316,9,5.8,8.2, 0.00E,10000,dk
20170317,5,5.8,10.5, 0.01G,10000,dk
20170318,4,6.2,10.2, 0.39G,11000,dk
20170319,2,4.7,5.6, 0.04G,11000,dk
20170320,6,5.2,7.3, 0.25G,10000,dk
20170321,6,6.7,10.4, 0.30G,10000,dk
20170322,6,6.3,7.2, 0.06G,0,dk
20170323,3,4.2,1.9, 0.00G,100000,dk
20170324,4,5.8,5.9, 0.00G,100000,dk
20170325,8,6.8,10.8, 0.00G,0,dk
20170326,8,5.4,4.4, 0.00G,100000,dk
20170327,9,4.5,8.3, 0.00G,100000,dk
20170328,6,3.4,3.8, 0.00G,100000,dk
20170329,6,4.2,6.1, 0.02F,110000,dk
20170330,8,4.4,5.5, 0.17F,10000,dk
20170331,12,5.5,4.9, 0.00I,0,dk
20170401,12,4.8,3.7, 0.00G,10000,dk
20170402,11,6.4,4.7, 0.00G,10000,dk
20170403,8,6.4,5.4, 0.00G,0,dk
20170404,8,4.1,3.9, 0.00G,100000,dk
20170405,8,6.2,13.3, 0.00G,10000,dk
20170406,7,6.5,13.2, 0.00G,10000,dk
20170407,11,6.3,16.2, 0.00G,0,dk
20170408,9,6.9,12.5, 0.00G,0,dk
20170409,11,6.4,7.1, 0.00G,0,dk
20170410,9,5.6,16.8, 0.00G,10000,dk
20170411,7,6.4,13.3, 0.00G,10000,dk
20170412,9,6.3,12.6, 0.12G,10000,dk
20170413,8,6.3,12.7, 0.02G,10000,dk
20170414,6,6.9,8.9, 0.00G,10000,dk
20170415,4,6.8,7, 0.43G,10000,dk
20170416,4,5.8,3.7, 0.68G,10000,dk
20170417,5,6.2,5.2, 0.32G,10000,dk
20170418,3,7.2,7.3, 0.02G,0,dk
20170419,4,7.2,3.4, 0.00G,11000,dk
20170420,6,7.2,8.6, 0.00G,10000,dk
20170421,8,6.5,16.7, 0.00G,10000,dk
20170422,7,6.4,14.1, 0.05G,10000,dk
20170423,6,6.3,12.9, 0.00G,10000,dk
20170424,6,6.2,13.9, 0.06G,10000,dk
20170425,3,6.4,9.1, 0.00G,11100,dk
20170426,4,7,4.5, 0.14G,10000,dk
20170427,5,6.7,5.2, 0.10G,10000,dk
20170428,7,6.2,4.7, 0.09G,10000,dk
20170429,6,6.4,6.5, 0.33G,110000,dk
20170430,7,5.3,6.3, 0.00G,100000,dk
20170501,9,7.5,11.6, 0.00G,0,dk
20170502,10,7.7,8.4, 0.00G,0,dk
20170503,10,5.9,7.9, 0.00G,100000,dk
20170504,10,6.1,11.8, 0.00I,0,dk
20170505,10,7.2,7.5, 0.00G,10000,dk
20170506,13,7.2,1.8, 0.00I,0,dk
20170507,12,7.1,4.7, 0.00G,10000,dk
20170508,7,7.1,11.5, 0.01G,0,dk
20170509,6,7.9,4, 0.00G,10000,dk
20170510,6,6,2.8, 0.10G,10000,dk
20170511,9,6.1,3.3, 0.19G,10000,dk
20170512,10,6.6,11.4, 0.00G,0,dk
20170513,12,7.1,7.4, 0.00G,10000,dk
20170514,14,4.6,3.7, 0.31G,110000,dk
20170515,14,5.4,4.3, 0.01G,110000,dk
20170516,12,4.8,6.6, 0.20G,110000,dk
20170517,15,3,3.7, 0.44G,10000,dk
20170518,18,6.8,7.1, 0.00G,0,dk
20170519,16,5.7,3.3, 0.02G,110000,dk
20170520,13,6.1,8.8, 0.00G,0,dk
20170521,14,5.6,5.7, 0.00G,100000,dk
20170522,13,5.1,3.3, 0.00G,100000,dk
20170523,14,6.5,5.1, 0.00G,10000,dk
20170524,13,6.4,12.9, 0.00G,0,dk
20170525,15,6.4,11.1, 0.00G,0,dk
20170526,17,6.4,5.9, 0.00G,0,dk
20170527,19,5.7,4, 0.00G,100000,dk
20170528,19,7.1,8.9, 0.00G,10000,dk
20170529,14,5.4,5.1, 0.06G,0,dk
20170530,15,5.1,6.1, 0.00G,10000,dk
20170531,13,6.4,17.8, 0.00G,10000,dk
20170601,13,6.5,13.5, 0.00G,0,dk
20170602,14,6.9,6.1, 0.00G,0,dk
20170603,16,6.5,4.8, 0.00G,10000,dk
20170604,14,6.4,6.9, 0.31G,10000,dk
20170605,15,6.7,6.3, 0.01G,10000,dk
20170606,17,6.6,9.5, 0.00G,10010,dk
20170607,13,6.2,6.1, 0.25G,10000,dk
20170608,14,5.6,8.5, 0.41G,10000,dk
20170609,16,5.3,5.9, 0.09G,10010,dk
20170610,16,6.5,5.6, 0.51G,0,dk
20170611,17,6.1,5, 0.00G,10000,dk
20170612,15,7.2,10.7, 0.56G,10000,dk
20170613,15,6.4,16.3, 0.02G,0,dk
20170614,16,6.4,10.7, 0.00G,0,dk
20170615,17,5.8,5.2, 0.00G,10000,dk
20170616,16,5.9,14.7,99.99,10000,dk
20170617,17,6.3,10.9, 0.00G,0,dk
20170618,20,6.7,9.1, 0.00G,0,dk
20170619,20,6.1,5.3, 0.00G,0,dk
20170620,15,6.2,14.9, 0.00G,0,dk
20170621,14,6.5,9.5, 0.00G,0,dk
20170622,15,6.6,3.6, 0.00G,10010,dk
20170623,17,5.9,5.8, 0.07G,10000,dk
20170624,16,5.7,9.1, 0.17G,10000,dk
20170625,15,6.5,11.4, 0.00G,10000,dk
20170626,14,6.7,15.8, 0.00G,0,dk
20170627,14,6.7,6.7, 0.00G,0,dk
20170628,16,6.8,9.6, 0.00G,10000,dk
20170629,16,6.6,9.9, 0.32G,10000,dk
20170630,15,6.5,8.3, 0.30G,10000,dk
20170701,18,6.3,8.6, 0.41G,10000,dk
20170702,15,6.7,12.8, 0.00G,10000,dk
20170703,14,7.1,10.4, 0.00G,10000,dk
20170704,15,6.6,10.7, 0.19G,10000,dk
20170705,15,6.7,7.4, 0.00G,0,dk
20170706,15,6.2,3.6, 0.00G,0,dk
20170707,17,7,2.7, 0.00E,10000,dk
20170708,16,6.1,8.8, 0.03G,10000,dk
20170709,16,6.9,6.7, 0.05G,0,dk
20170710,15,5.3,2.5, 0.00G,100000,dk
20170711,16,5.3,4.3, 0.00G,110000,dk
20170712,15,8.1,9.4, 0.08G,10000,dk
20170713,15,6.6,12.1, 0.00G,0,dk
20170714,14,6.4,3.9, 0.00G,110000,dk
20170715,16,5.6,3.5, 0.04G,100000,dk
20170716,16,6.6,8.2, 0.02G,10000,dk
20170717,16,6.7,11.5, 0.13G,0,dk
20170718,16,6.6,8.2, 0.00G,10000,dk
20170719,16,5.5,3.9, 0.00G,100000,dk
20170720,18,6.4,7.3, 0.00G,10000,dk
20170721,18,4.9,3.6, 1.02G,110000,dk
20170722,18,6.3,7.2, 0.00G,10000,dk
20170723,16,6.5,7.3, 0.87E,110000,dk
