Date,TEMP, VISIB,  WDSP,PRCP  , FRSHTT,Country
20171106,23,5.5,5.9, 0.00G,10000,hk
20171107,23,5.5,7.9, 0.41G,10000,hk
20171108,25,6.2,7.9, 0.01G,10000,hk
20171109,25,6.2,7.8, 0.01G,10000,hk
20171110,27,4.7,6.2, 0.00G,0,hk
20171111,26,6.3,9.7, 0.00G,10000,hk
20171112,23,5.7,9.4, 0.00G,10000,hk
20171113,23,6.4,6.4, 0.26G,10000,hk
20171114,25,6.3,9.9, 0.09G,0,hk
20171115,24,6.4,10.7, 0.00G,0,hk
20171116,25,6.2,8.9, 0.00G,0,hk
20171117,26,6.1,5.1, 0.00G,0,hk
20171118,23,5.7,9, 0.00G,10000,hk
20171119,20,6.1,8.2, 0.01G,10000,hk
20171120,18,6.3,8.7, 0.00G,0,hk
20171121,19,6.3,8.7, 0.00G,0,hk
20171122,19,6.2,10.5, 0.00G,0,hk
20171123,18,6.3,9.9, 0.00G,0,hk
20171124,18,6.2,8.4, 0.00G,0,hk
20171125,19,5.8,7.5, 0.00G,10000,hk
20171126,20,6,6.3, 0.00G,0,hk
20171127,21,6.1,5.9, 0.00G,10000,hk
20171128,23,4.7,4.9, 0.00G,0,hk
20171129,25,5.5,6.1, 0.00G,0,hk
20171130,24,6.2,8.3, 0.00G,0,hk
20171201,21,6.4,8.3, 0.00G,0,hk
20171202,21,7.4,7.1, 0.00G,0,hk
20171203,21,5.8,5.1, 0.00G,0,hk
20171204,20,6,8.9, 0.00G,0,hk
20171205,19,6.1,8.1, 0.00G,0,hk
20171206,20,5.3,7.4, 0.00G,0,hk
20171207,20,4.9,7.7, 0.00G,0,hk
20171208,17,5.3,10.8, 0.00G,0,hk
20171209,16,4.4,5.1, 0.00G,0,hk
20171210,19,4.4,7.3, 0.00G,0,hk
20171211,20,999.9,7.6, 0.00G,0,hk
20171212,20,6.1,9.1, 0.00G,0,hk
20171213,20,6.5,11.5, 0.00G,0,hk
20171214,21,6.3,7.3, 0.00G,0,hk
20171215,20,5.8,11, 0.00G,0,hk
20171216,14,6.7,13.6, 0.00G,0,hk
20171217,12,5.5,10.4, 0.00G,0,hk
20171218,13,4.2,9.8, 0.00G,0,hk
20171219,15,999.9,11.5, 0.00G,0,hk
20171220,16,999.9,10.8, 0.00G,0,hk
20171221,17,7.5,8.6, 0.00G,0,hk
20171222,19,6.3,6.4, 0.00G,0,hk
20171223,20,5,3.8, 0.00G,0,hk
20171224,20,4,9.3, 0.00G,0,hk
20171225,18,5.6,8.3, 0.00G,0,hk
20171226,19,5.5,7.7, 0.00G,0,hk
20171227,19,6.3,9.7, 0.00G,0,hk
20171228,20,5.3,4.8, 0.00G,10000,hk
20171229,20,5.4,9.7, 0.00G,0,hk
20171230,21,5.5,7.2, 0.00G,0,hk
20171231,18,5.2,8, 0.00G,0,hk
20170101,18,8.8,1.3, 0.00G,0,hn
20170102,18,9,1, 0.00G,0,hn
20170103,18,7.8,1.5, 0.00G,0,hn
20170104,18,7.8,3.4, 0.00G,0,hn
20170105,18,8.1,4.4, 0.00G,0,hn
20170106,19,7.3,2.3, 0.00G,100000,hn
20170107,17,6.8,7, 0.00G,100000,hn
20170108,15,5.9,10, 0.00G,10000,hn
20170109,12,7,10.4, 0.00G,0,hn
20170110,14,7.6,9.3, 0.00G,0,hn
20170111,16,8.8,4, 0.00G,0,hn
20170112,16,7.2,4.3, 0.00G,0,hn
20170113,17,6.7,5.4, 0.00G,0,hn
20170114,16,6.5,11.8, 0.00G,10000,hn
20170115,16,6,8.4, 0.00G,10000,hn
20170116,17,7.6,3.7, 0.00G,0,hn
20170117,18,8.7,2.5, 0.00G,0,hn
20170118,17,9.3,3.6, 0.00G,0,hn
20170119,21,7.9,2.4, 0.00G,0,hn
20170120,19,7.6,3.4, 0.00G,0,hn
20170121,18,7.6,4.3, 0.00G,0,hn
20170122,19,7.6,2.6, 0.00G,0,hn
20170123,19,8.3,9.1, 0.00G,0,hn
20170124,18,8.6,2.8, 0.00G,0,hn
20170125,19,7.8,2.9, 0.00G,100000,hn
20170126,20,7,1.7, 0.00G,100000,hn
20170127,19,8.6,3.7, 0.00G,0,hn
20170128,18,7.6,3.3, 0.00G,0,hn
20170129,17,7.8,8.3, 0.00G,0,hn
20170130,15,4.4,11.5, 0.00G,0,hn
20170131,15,4.6,7.5, 0.00G,0,hn
20170201,19,7.1,7.5, 0.00G,0,hn
20170202,18,7.9,6.7, 0.00G,0,hn
20170203,18,9,10.5, 0.00G,0,hn
20170204,16,7.4,9.5, 0.00G,0,hn
20170205,18,5.9,8.4, 0.04G,0,hn
20170206,19,8.1,4.8, 0.00G,0,hn
20170207,20,7,3.3, 0.00G,0,hn
20170208,20,7.6,2.5, 0.00G,0,hn
20170209,19,7.3,5.5, 0.00G,100000,hn
20170210,19,7.6,6.3, 0.00G,0,hn
20170211,18,8.1,8.8, 0.00G,0,hn
20170212,17,8.1,5.4, 0.00G,0,hn
20170213,17,8.8,5.7, 0.00G,0,hn
20170214,22,8.3,4.4, 0.00I,0,hn
20170215,22,8.3,4.4, 0.00I,0,hn
20170216,19,9,3.2, 0.00G,0,hn
20170217,19,6.7,1.4, 0.00G,0,hn
20170218,20,8.1,3.1, 0.00G,0,hn
20170219,19,6.4,2.3, 0.00G,100000,hn
20170220,19,7.6,1.8, 0.00G,0,hn
20170221,19,6.7,2.4, 0.00G,100000,hn
20170222,18,7.2,1.4, 0.00G,0,hn
20170223,19,8.1,3.3, 0.00G,0,hn
20170224,19,7.2,4.3, 0.00G,100000,hn
20170225,20,7.3,2.5, 0.00G,100000,hn
20170226,20,8.6,7.5, 0.00G,0,hn
20170227,19,7.9,6, 0.00G,0,hn
20170228,20,7.6,2.1, 0.00G,0,hn
20170301,21,7.9,1.4, 0.00G,0,hn
20170302,20,8.3,6.2, 0.00G,0,hn
20170303,17,7.7,14, 0.00G,0,hn
20170304,17,7.2,12.9, 0.12G,10000,hn
20170305,19,7.9,12, 0.00G,0,hn
20170306,20,8.1,4.3, 0.00G,0,hn
20170307,21,7.2,3.6, 0.00G,0,hn
20170308,20,8.1,4.7, 0.02G,0,hn
20170309,19,7.8,11.5, 0.00G,0,hn
20170310,19,6.7,8.9, 0.00G,10000,hn
20170311,20,7.4,6.4, 0.00G,0,hn
20170312,21,8.1,2.5, 0.00G,0,hn
20170313,20,8.1,1.4, 0.00G,0,hn
20170314,20,7.2,4.9, 0.00G,0,hn
20170315,16,5,10.3, 0.00G,10000,hn
20170316,15,5.1,12.3, 0.09G,10000,hn
20170317,15,7.4,8.7, 0.00G,0,hn
20170318,16,6.5,6.7, 0.00G,0,hn
20170319,16,7.4,7.5, 0.00G,0,hn
20170320,16,7,10.1, 0.00G,0,hn
20170321,18,8.5,9, 0.00G,0,hn
20170322,19,10.1,8.9, 0.00G,0,hn
20170323,18,8.6,4.9, 0.00G,0,hn
20170324,19,7.8,3, 0.00G,0,hn
20170325,19,7.9,2.6, 0.00G,0,hn
20170326,20,7,3.2, 0.00G,100000,hn
20170327,19,7.4,3, 0.00G,100000,hn
20170328,21,7.2,4.5, 0.00G,100000,hn
20170329,21,6.6,3.5, 0.00G,0,hn
20170330,21,7,3.9, 0.00G,0,hn
20170331,22,5.9,3.2, 0.00G,100000,hn
20170401,23,6.3,5.4, 0.00G,0,hn
20170402,22,7.5,4.4, 0.00G,100000,hn
20170403,25,6.8,6.4, 0.00I,10,hn
20170404,22,6.5,3, 0.00G,10010,hn
20170405,22,6.8,2.7, 0.04G,110010,hn
20170406,23,7.4,4.5, 0.00G,0,hn
20170407,20,7.2,5.5, 0.00G,0,hn
20170408,21,7.9,8.1, 0.00G,0,hn
20170409,21,7.9,6.4, 0.00G,0,hn
20170410,22,7.6,3.6, 0.00G,0,hn
20170411,20,7.4,3.4, 0.00G,0,hn
20170412,19,8.4,5.3, 0.00G,0,hn
20170413,20,8.3,8.8, 0.00G,0,hn
20170414,20,6.8,10, 0.00G,0,hn
20170415,20,6.8,9.3, 0.00G,0,hn
20170416,21,7.9,4.2, 0.00G,0,hn
20170417,20,6.7,2.4, 0.12G,10000,hn
20170418,22,7.7,2.8, 0.73G,10000,hn
20170419,21,7.6,2.6, 0.47G,0,hn
20170420,20,6.8,1.9, 0.28G,100010,hn
20170421,21,7.5,2.6, 0.00I,0,hn
20170422,22,7.2,2.2, 0.67G,100000,hn
20170423,21,7.1,2.3, 0.00G,0,hn
20170424,20,6.8,4, 0.19G,0,hn
20170425,22,7.2,4.9, 0.00G,0,hn
20170426,22,7.5,6.9, 0.00G,0,hn
20170427,23,8.7,5.5, 0.00G,0,hn
20170428,21,6.6,3.1, 0.00G,10010,hn
20170429,22,6.4,2.5, 0.00G,10010,hn
20170430,23,7.3,2.4, 1.39G,10110,hn
20170501,23,7.9,3.8, 0.40G,10,hn
20170502,22,6.6,4.2, 0.54G,0,hn
20170503,21,6.7,4.2, 0.00I,10,hn
20170504,20,6.6,0.6, 0.06G,10010,hn
20170505,20,7.6,4.8, 1.19G,11,hn
20170506,19,8.1,4.6, 0.00G,0,hn
20170507,19,7.5,3.4, 0.00G,0,hn
20170508,20,7.1,3.7, 0.00G,0,hn
20170509,20,7.5,3, 0.00G,0,hn
20170510,21,7.9,1.5, 0.00G,0,hn
20170511,21,6.7,0.3, 0.56G,100010,hn
20170512,20,8,1.8, 0.54G,10010,hn
20170513,20,7.5,1.6, 0.06G,10010,hn
20170514,20,7,1.8, 0.54G,10010,hn
20170515,20,7.4,2, 0.21G,10010,hn
20170516,21,6.3,2.7, 1.24G,100000,hn
20170517,21,6.8,3, 0.00G,110010,hn
20170518,21,6.3,1.2, 0.03G,10010,hn
20170519,21,7.1,1.6, 0.49G,110010,hn
20170520,20,6.4,2, 0.05G,110010,hn
20170521,20,6.1,0.7, 0.61G,10010,hn
20170522,19,7.4,2, 0.00G,10010,hn
20170523,22,8.3,2.3, 0.69G,0,hn
20170524,22,8.3,2, 0.00G,0,hn
20170525,21,7.6,1.2, 0.00G,10010,hn
20170526,21,9,0.2, 0.46G,10,hn
20170527,21,8.5,2.1, 0.00G,10010,hn
20170528,21,7.7,2.1, 0.56G,0,hn
20170529,21,7.6,2.6, 0.00G,100000,hn
20170530,20,6.9,0.6, 0.00G,10000,hn
20170531,20,7.5,0.2, 0.00G,0,hn
20170601,21,7.2,0.3, 0.00G,10000,hn
20170602,20,6.9,1.8, 0.04G,10010,hn
20170603,21,8,1.9, 0.00G,10,hn
20170604,21,7.8,2.4, 0.00G,10,hn
20170605,22,8.3,0.4, 0.00G,10,hn
20170606,21,6.8,0.6, 0.01G,10010,hn
20170607,22,8.1,0.7, 0.00G,10,hn
20170608,21,6.9,2.1, 0.17G,10010,hn
20170609,20,8,1.6, 0.70G,10,hn
20170610,20,7.4,2.5, 0.00G,100010,hn
20170611,20,7.6,0.6, 0.05G,0,hn
20170612,20,6.7,0, 0.00G,10010,hn
20170613,21,6.8,1, 0.11G,100010,hn
20170614,20,7.5,1.8, 0.19G,10010,hn
20170615,20,7.4,1.9, 0.44G,10010,hn
20170616,20,6.9,1.5, 0.27G,10010,hn
20170617,20,6.5,1.4, 0.20G,10010,hn
20170618,19,6,2, 0.05G,10000,hn
20170619,18,7.1,2.3, 0.06G,10000,hn
20170620,19,6.8,1.8, 0.54G,10000,hn
20170621,19,7.4,2.3, 0.20G,10010,hn
20170622,20,8.2,2.5, 0.52G,0,hn
20170623,21,8.6,0.7, 0.00G,0,hn
20170624,21,7.6,0.6, 0.00G,0,hn
20170625,21,7.1,2.5, 0.02G,0,hn
20170626,21,8.6,3.4, 0.11G,0,hn
20170627,20,8.8,3.4, 0.00G,0,hn
20170628,20,8.2,2.7, 0.66G,10010,hn
20170629,21,8.1,1.6, 0.28G,0,hn
20170630,20,8.4,3.9, 0.00G,0,hn
20170701,20,7.9,5.5, 0.00G,0,hn
20170702,19,7.2,4.8, 0.31G,10000,hn
20170703,20,8.3,5.4, 0.00G,0,hn
20170704,20,8.6,4, 0.00G,0,hn
20170705,19,6.6,0.9, 0.40G,10010,hn
20170706,19,8.2,3.2, 0.72G,10010,hn
20170707,21,7.8,2.9, 0.40G,0,hn
20170708,19,8.1,3.4, 0.00G,0,hn
20170709,20,8.2,5.3, 0.00G,0,hn
20170710,22,7.6,5.6, 0.00G,0,hn
20170711,21,8.1,5.7, 0.00G,10010,hn
20170712,18,7,3.2, 0.18G,10010,hn
20170713,18,7.8,1.9, 0.01G,0,hn
20170714,19,8.8,2.1, 0.14G,10,hn
20170715,21,8.2,4.8, 0.00G,0,hn
20170716,20,7.9,2.4, 0.17G,0,hn
20170717,20,8.3,3.2, 0.02G,10,hn
20170718,19,7.1,4.8, 0.35G,10,hn
20170719,21,8.5,6, 0.00G,0,hn
20170720,21,7.8,8.4, 0.00I,10,hn
20170721,18,7.8,4.8, 0.00G,10010,hn
20170722,20,8.8,3.8, 0.00G,0,hn
20170723,20,8.6,2.9, 0.00G,0,hn
20170724,21,8,3.6, 0.04G,10000,hn
20170725,20,8.5,4.7, 0.00G,0,hn
20170726,20,7.3,4.6, 0.32G,0,hn
20170727,20,8.8,7.6, 0.02G,0,hn
20170728,21,8.1,6.3, 0.00I,10,hn
20170729,21,8.2,2.8, 0.00G,10,hn
20170730,20,8.3,2, 0.73G,10010,hn
20170731,21,8.5,2.4, 0.02G,10010,hn
20170801,19,8.5,2.3, 0.03G,10010,hn
20170802,21,7.7,1.5, 0.62G,10010,hn
20170803,20,7.6,3.1, 0.09G,10010,hn
20170804,21,7.6,4.8, 0.00G,10,hn
20170805,21,7.5,5.1, 0.00G,10,hn
20170806,20,7,4.2, 0.02G,10,hn
20170807,20,8.1,1.4, 0.00G,0,hn
20170808,20,8.6,3.4, 0.00G,10,hn
20170809,21,8.4,2, 0.00G,10,hn
20170810,20,8.8,3.7, 0.25G,10010,hn
20170811,20,8.1,3.1, 0.09G,10010,hn
20170812,21,8.1,4.2, 0.01G,0,hn
20170813,20,7.8,2.9, 0.26G,10010,hn
20170814,21,7.6,3.3, 0.14G,10010,hn
20170815,19,8.9,3.4, 0.43G,10010,hn
20170816,20,7.1,5.6, 0.00G,10,hn
20170817,20,8.1,4.2, 0.00G,0,hn
20170818,20,8.8,3.7, 0.00G,0,hn
20170819,21,7.2,4.6, 0.00G,0,hn
20170820,21,7.6,5.1, 0.00G,0,hn
20170821,19,7.5,3.7, 0.13G,10010,hn
20170822,19,8.3,0.8, 0.00G,10,hn
20170823,20,7.3,3.1, 0.02G,10010,hn
20170824,20,8.1,1.8, 1.01G,10010,hn
20170825,19,6,4, 0.24G,10010,hn
20170826,20,8.2,2.2, 0.00G,10,hn
20170827,21,7.4,2, 0.02G,110010,hn
20170828,20,7.4,2.1, 0.00G,100010,hn
20170829,20,6.8,0.4, 0.13G,100010,hn
20170830,19,6.2,0.7, 0.00G,100010,hn
20170831,20,6.9,1.2, 0.49G,10,hn
20170901,20,7.7,3.4, 0.50G,10,hn
20170902,22,7.6,3.1, 0.28E,10,hn
20170903,20,6.5,4.3, 0.99G,10010,hn
20170904,21,8.5,2.4, 0.00G,10,hn
20170905,22,7.5,2.7, 0.00G,110010,hn
20170906,20,8.6,1.3, 0.05G,10010,hn
20170907,21,6.7,0.9, 0.45G,100000,hn
20170908,22,8.1,1.4, 0.00G,0,hn
20170909,20,8.7,1.1, 1.97G,10,hn
20170910,21,7.6,2, 0.00G,10010,hn
20170911,19,5.4,2.2, 1.57G,110010,hn
20170912,19,6,2.5, 0.64G,10010,hn
20170913,21,5.1,2.1, 0.23G,110010,hn
20170914,21,6.7,2, 0.00G,110010,hn
20170915,22,7.4,2.1, 0.00G,100010,hn
20170916,22,7.9,3.7, 0.00G,100000,hn
20170917,21,8.1,3.8, 0.00G,0,hn
20170918,19,6.6,0.2, 1.23G,10011,hn
20170919,20,6.8,2.5, 0.72G,10010,hn
20170920,20,5.8,2.5, 0.01G,110010,hn
20170921,21,7.3,3.7, 0.28G,100000,hn
20170922,20,6.7,1.8, 0.11G,10010,hn
20170923,19,7.3,2.3, 0.06G,10010,hn
20170924,19,8.2,3.2, 0.04G,10000,hn
20170925,19,7.2,2.3, 0.33G,10000,hn
20170926,19,7.6,3.9, 0.03G,10000,hn
20170927,21,8.1,3.1, 0.09G,0,hn
20170928,21,8.1,3.8, 0.00G,0,hn
20170929,20,6.7,3.5, 0.00G,0,hn
20170930,20,6.2,2.3, 1.82G,10010,hn
20171001,19,6.5,1.1, 1.60G,110000,hn
20171002,20,6.2,1.6, 0.00G,0,hn
20171003,20,6.6,0.1, 0.00G,10010,hn
20171004,21,8.1,2.5, 0.09G,10,hn
20171005,20,7.8,3.9, 0.61G,10000,hn
20171006,18,8,2.1, 0.04G,10000,hn
20171007,18,4.2,5.3, 0.20G,10000,hn
20171008,20,6,4.5, 0.21G,10000,hn
20171009,20,6.4,2.8, 0.00G,10010,hn
20171010,20,7.9,2.1, 0.22G,10010,hn
20171011,18,8,2.5, 0.05G,10000,hn
20171012,19,8.4,3.1, 0.26G,10,hn
20171013,19,7.1,2.3, 0.00G,10,hn
20171014,19,7.5,4.2, 0.00G,0,hn
20171015,20,7.2,4.1, 0.09G,0,hn
20171016,19,8,9.8, 0.00G,0,hn
20171017,20,7.4,9.4, 0.00G,0,hn
20171018,20,4.9,8.6, 0.00G,10000,hn
20171019,20,7.4,4.2, 0.37G,10000,hn
20171020,20,8.1,4.8, 0.00G,0,hn
20171021,20,7.2,3.9, 0.00G,0,hn
20171022,19,7.6,1.4, 0.00G,0,hn
20171023,18,6.4,2.3, 0.05G,10000,hn
20171024,19,6.1,0.6, 0.00G,10000,hn
20171025,17,3.4,8.6, 0.61G,10000,hn
20171026,14,3.6,13.5, 0.93G,10000,hn
20171027,16,4.6,3.8, 0.00G,10000,hn
20171028,17,5,2, 0.02G,10000,hn
20171029,16,8.3,3.7, 1.39G,10000,hn
20171030,18,8.1,3.4, 0.00G,0,hn
20171031,18,7,4.4, 0.00G,0,hn
20171101,19,6.6,2.6, 0.00G,0,hn
20171102,20,6.5,3.4, 0.01G,0,hn
20171103,19,6.3,11.3, 0.00G,0,hn
20171104,18,5.5,8.6, 0.00G,0,hn
20171105,17,5.9,8.5, 0.00G,10000,hn
20171106,17,7.4,5.4, 0.00G,0,hn
20171107,17,6.8,4.7, 0.05G,0,hn
20171108,17,5.9,5.1, 0.01G,10000,hn
20171109,16,7.6,5.4, 0.00G,0,hn
20171110,15,5.2,10.6, 0.00G,0,hn
20171111,16,3.8,8.6, 0.00G,10000,hn
20171112,18,4.7,10.5, 0.01G,0,hn
20171113,18,5,12.1, 0.00G,10000,hn
20171114,16,4.4,11, 0.00G,10000,hn
20171115,18,6.9,5.5, 0.00G,0,hn
20171116,16,6.5,4, 0.00G,110000,hn
20171117,16,7.8,5.1, 0.00G,0,hn
20171118,17,7.3,3.8, 0.05G,0,hn
20171119,16,8,5.3, 0.00G,100000,hn
20171120,16,6.6,6.3, 0.01G,0,hn
20171121,17,7.8,4.5, 0.00G,0,hn
20171122,19,6,2.7, 0.00G,100000,hn
20171123,16,6.5,8.3, 0.00G,0,hn
20171124,15,8.1,5.3, 0.00G,0,hn
20171125,18,8.3,2.3, 0.00G,0,hn
20171126,16,9.3,4.6, 0.00G,0,hn
20171127,14,5.8,8.2, 0.00G,0,hn
20171128,16,8,3.2, 0.00G,0,hn
20171129,15,5.6,3.3, 0.00G,0,hn
20171130,15,3.6,11.6, 0.00G,0,hn
20171201,15,3.1,10.4, 0.00G,10000,hn
20171202,17,4.6,10.8, 0.00G,0,hn
20171203,16,7.8,5.9, 0.04G,10000,hn
20171204,17,7.9,5, 0.00G,0,hn
20171205,19,8.3,4, 0.00G,0,hn
20171206,18,7.6,4.1, 0.00G,0,hn
20171207,18,5.9,2.6, 0.00G,0,hn
20171208,19,7,1.1, 0.00G,110010,hn
20171209,15,5.7,8.3, 2.54G,10,hn
20171210,9,5.1,16.7, 0.00G,10000,hn
20171211,11,5.5,12.3, 0.00G,0,hn
20171212,13,7.1,8.7, 0.00G,0,hn
20171213,13,7.9,6.9, 0.00G,0,hn
20171214,19,8.1,2, 0.00G,0,hn
20171215,20,7.3,2, 0.00G,100000,hn
20171216,17,6.4,3.5, 0.00G,0,hn
20171217,17,6.7,4.2, 0.00G,0,hn
20171218,18,5.1,10.3, 0.00G,0,hn
20171219,17,6.6,7.4, 0.00G,10000,hn
20171220,18,7.9,6.9, 0.02G,10000,hn
20171221,18,8.4,4.7, 0.01G,0,hn
20171222,18,7.5,3.6, 0.00G,0,hn
20171223,19,6.8,3.7, 0.00G,0,hn
20171224,17,7.9,7.2, 0.00G,0,hn
20171225,15,6.9,6.8, 0.00I,0,hn
20171226,16,7.7,6.7, 0.00G,0,hn
20171227,17,8.1,9.1, 0.00G,0,hn
20171228,16,5,10.9, 0.00G,0,hn
20171229,15,4.3,10.3, 0.00G,10000,hn
20171230,16,6.5,5.3, 0.00G,10000,hn
20171231,18,7.8,4.2, 0.00G,0,hn
20170101,-7,0.4,2, 0.00G,101000,hu
20170102,-5,1,2.6, 0.00G,100000,hu
20170103,0,10.5,6.8, 0.00G,0,hu
20170104,0,8.1,5.4, 0.00G,1000,hu
20170105,-1,23.8,9.8, 0.00G,1000,hu
20170106,-8,23.2,7.8, 0.01G,0,hu
20170107,-12,17.3,5.4, 0.00G,0,hu
20170108,-12,11.3,4, 0.00G,0,hu
20170109,-8,9.8,3.8, 0.00G,1000,hu
20170110,-10,4.2,3.6, 0.00H,1000,hu
20170111,-8,5.3,3.4, 0.00G,0,hu
20170112,-4,4.6,4.4, 0.02G,11000,hu
20170113,0,2.7,4.4, 0.12G,11000,hu
20170114,2,14.8,9.1, 0.54G,1000,hu
20170115,0,15.8,5.4, 0.00G,0,hu
20170116,-5,4.9,4, 0.00G,0,hu
20170117,-2,10.6,5.5, 0.00G,0,hu
20170118,-2,7.7,4.4, 0.00G,0,hu
20170119,-4,6.7,3.9, 0.00G,0,hu
20170120,-6,1.8,2.5, 0.00G,0,hu
20170121,-6,1.4,2.7, 0.00G,100000,hu
20170122,-5,1.8,3.2, 0.00G,0,hu
20170123,-5,1.6,3.3, 0.00G,100000,hu
20170124,-6,1.8,2.9, 0.00G,100000,hu
20170125,-3,2.5,3, 0.00G,0,hu
20170126,-3,4.8,4.5, 0.00G,100000,hu
20170127,-7,1.3,2.8, 0.00G,100000,hu
20170128,-9,2,3.4, 0.00G,0,hu
20170129,-9,1.6,2.2, 0.00G,0,hu
20170130,-8,1.1,3.5, 0.00G,100000,hu
20170131,-5,1.5,5.3, 0.00G,11000,hu
20170201,0,1.8,3.8, 0.30G,110000,hu
20170202,3,0.4,2.7, 0.56G,110000,hu
20170203,7,9.6,4, 0.00G,0,hu
20170204,3,4.3,3.3, 0.11A,10000,hu
20170205,5,7.7,4.6, 0.28F,110000,hu
20170206,4,3.9,5.3, 0.04G,10000,hu
20170207,2,3.6,4.3, 0.20G,11000,hu
20170208,0,2.7,3, 0.03G,1000,hu
20170209,0,3.6,3.6, 0.00G,1000,hu
20170210,0,1.9,3.7, 0.00H,1000,hu
20170211,0,5.7,3.6, 0.00G,0,hu
20170212,-1,4.6,4, 0.00G,0,hu
20170213,-2,1.6,2.4, 0.00G,100000,hu
20170214,-3,0.5,3.2, 0.00G,100000,hu
20170215,-2,0.5,2.6, 0.00G,100000,hu
20170216,-3,0.2,2.4, 0.00G,100000,hu
20170217,-2,0.8,2.5, 0.00G,100000,hu
20170218,0,1.5,2.8, 0.00G,100000,hu
20170219,2,1.4,3.7, 0.00G,100000,hu
20170220,2,1.8,3.8, 0.00G,100000,hu
20170221,6,8.8,5.8, 0.00G,10000,hu
20170222,8,11.2,5.6, 0.00G,10000,hu
20170223,10,11.1,7.4, 0.00G,10000,hu
20170224,9,28.1,9, 0.00G,10000,hu
20170225,4,28.9,6.9, 0.00G,0,hu
20170226,4,13.3,4, 0.00G,0,hu
20170227,8,12.3,4.7, 0.00G,0,hu
20170228,12,16.9,8.5, 0.00G,0,hu
20170301,7,28.4,7.5, 0.18G,10000,hu
20170302,7,17.3,5.4, 0.00G,0,hu
20170303,8,23.4,4.9, 0.00G,0,hu
20170304,11,15.9,6.8, 0.00G,0,hu
20170305,10,15.7,5.3, 0.00G,10000,hu
20170306,7,18.6,5.5, 0.37G,10000,hu
20170307,7,17.7,3.8, 0.00G,0,hu
20170308,9,13.8,5.6, 0.00G,0,hu
20170309,7,11.2,3, 0.00G,10000,hu
20170310,5,5.2,5.2, 0.45G,10000,hu
20170311,7,12.3,4.8, 0.29G,0,hu
20170312,6,18,4.6, 0.00G,0,hu
20170313,8,15.7,5.1, 0.00G,0,hu
20170314,7,8.1,3.7, 0.00G,0,hu
20170315,7,7.6,5.3, 0.00G,0,hu
20170316,9,14.9,6.6, 0.00G,0,hu
20170317,8,14.8,4.9, 0.00G,10000,hu
20170318,9,10.6,6.6, 0.10G,10000,hu
20170319,9,21.2,8.3, 0.42G,10000,hu
20170320,12,29,5.8, 0.11G,10000,hu
20170321,13,13.8,3.3, 0.00G,0,hu
20170322,15,7.8,4.4, 0.00G,0,hu
20170323,15,11.2,4, 0.00G,0,hu
20170324,14,9.5,5.2, 0.00G,0,hu
20170325,11,14.4,4.9, 0.00G,0,hu
20170326,9,25,6.1, 0.00G,0,hu
20170327,8,19.5,3.5, 0.00G,0,hu
20170328,12,18.3,4.5, 0.00G,0,hu
20170329,15,19.4,5.7, 0.00G,0,hu
20170330,15,23.6,5.4, 0.00G,0,hu
20170331,14,20.4,4.5, 0.00G,0,hu
20170401,15,19.5,5.7, 0.00G,0,hu
20170402,16,17.1,4.6, 0.00G,0,hu
20170403,17,18.1,3.7, 0.00G,0,hu
20170404,16,15.2,5.7, 0.00G,10000,hu
20170405,12,8,3.2, 0.01G,10010,hu
20170406,10,23.2,11.6, 0.39G,10000,hu
20170407,8,18.4,8.7, 0.00G,10000,hu
20170408,12,19.9,9, 0.00G,0,hu
20170409,12,19.4,3.4, 0.00G,0,hu
20170410,14,16.8,4.2, 0.00G,0,hu
20170411,11,19.4,7.5, 0.00G,10000,hu
20170412,10,20.1,4.9, 0.00G,0,hu
20170413,11,17.2,6.8, 0.02G,10000,hu
20170414,11,17.1,5.5, 0.00G,10000,hu
20170415,11,13.7,4, 0.00G,10000,hu
20170416,11,19.5,7.1, 0.02G,10000,hu
20170417,9,26,4, 0.00G,0,hu
20170418,8,19.4,6, 0.08G,10000,hu
20170419,2,5.4,6.9, 0.26G,11000,hu
20170420,3,7.9,6.6, 1.11G,10000,hu
20170421,7,18.4,7.1, 0.31G,0,hu
20170422,9,13.6,7.4, 0.00G,10000,hu
20170423,8,23.3,8.5, 0.00G,0,hu
20170424,9,20,5.2, 0.00G,0,hu
20170425,15,19,7.5, 0.00G,0,hu
20170426,16,23,6.1, 0.00G,0,hu
20170427,14,12.2,4.2, 0.00G,10000,hu
20170428,13,8.5,5, 0.06G,10000,hu
20170429,9,20.4,6.7, 0.29G,10000,hu
20170430,11,19.5,4.2, 0.04G,10000,hu
20170501,12,17,4.3, 0.00G,0,hu
20170502,17,11.5,4.1, 0.00G,10000,hu
20170503,15,8,4, 0.01G,10010,hu
20170504,15,11,3.9, 0.98G,10000,hu
20170505,14,11.4,4.8, 0.57G,10010,hu
20170506,16,10.7,4.5, 0.26G,0,hu
20170507,16,15.7,5, 0.03G,10000,hu
20170508,15,22.3,6.5, 0.00G,0,hu
20170509,10,25,5.7, 0.00G,10000,hu
20170510,9,23.8,4.4, 0.03G,0,hu
20170511,15,17,5.7, 0.00G,0,hu
20170512,18,15.3,5.6, 0.00G,10010,hu
20170513,17,14.4,4.9, 0.02G,10010,hu
20170514,18,17.9,3.4, 0.04G,0,hu
20170515,19,17.4,3.2, 0.00G,0,hu
20170516,18,19.7,4.4, 0.00G,0,hu
